date,ticker,day_return,bucket,volume_ratio
2020-08-19,NEWGEN.NS,8.3,7-10%,6.36
2020-08-20,TATAPOWER.NS,8.29,7-10%,3.57
2020-08-20,TANLA.NS,9.99,7-10%,1.59
2020-08-20,NHPC.NS,12.68,10-15%,6.79
2020-08-21,WHIRLPOOL.NS,7.63,7-10%,3.47
2020-08-21,HONAUT.NS,7.23,7-10%,2.43
2020-08-24,ADANIGREEN.NS,10.0,7-10%,2.94
2020-08-24,DEEPAKNTR.NS,16.04,15%+,4.13
2020-08-25,ADANIENT.NS,23.66,15%+,5.41
2020-08-25,LICHSGFIN.NS,8.1,7-10%,7.05
2020-08-25,KARURVYSYA.NS,9.33,7-10%,4.07
2020-08-25,INOXWIND.NS,9.96,7-10%,3.81
2020-08-25,IFBIND.NS,7.15,7-10%,3.52
2020-08-25,PNCINFRA.NS,12.44,10-15%,6.02
2020-08-26,IIFL.NS,15.42,15%+,5.66
2020-08-26,KPITTECH.NS,10.88,10-15%,2.59
2020-08-26,NCLIND.NS,8.21,7-10%,3.31
2020-08-26,BLUEDART.NS,8.84,7-10%,6.44
2020-08-27,DLF.NS,9.94,7-10%,4.84
2020-08-27,GODREJPROP.NS,7.11,7-10%,7.14
2020-08-27,OBEROIRLTY.NS,7.15,7-10%,4.23
2020-08-27,PRESTIGE.NS,8.09,7-10%,2.39
2020-08-27,GODFRYPHLP.NS,7.92,7-10%,10.82
2020-08-27,SUNTECK.NS,7.2,7-10%,1.8
2020-08-28,AXISBANK.NS,7.64,7-10%,2.26
2020-08-28,INDUSINDBK.NS,9.87,7-10%,3.27
2020-08-28,FEDERALBNK.NS,7.75,7-10%,3.42
2020-08-28,CANBK.NS,8.76,7-10%,4.0
2020-08-28,SUNDARMFIN.NS,10.95,10-15%,8.07
2020-08-28,NMDC.NS,11.86,10-15%,6.75
2020-09-01,ADANIGREEN.NS,9.25,7-10%,1.86
2020-09-01,IIFL.NS,10.1,10-15%,0.88
2020-09-01,NCLIND.NS,8.53,7-10%,0.75
2020-09-02,ADANIGREEN.NS,10.0,7-10%,2.5
2020-09-02,UBL.NS,8.13,7-10%,3.84
2020-09-02,ESCORTS.NS,10.06,10-15%,2.84
2020-09-02,ABFRL.NS,8.11,7-10%,0.49
2020-09-02,INOXWIND.NS,7.7,7-10%,1.28
2020-09-02,GMMPFAUDLR.NS,7.58,7-10%,0.5
2020-09-03,SUPRAJIT.NS,12.57,10-15%,1.81
2020-09-04,IFBIND.NS,14.31,10-15%,4.29
2020-09-07,BLUEDART.NS,15.26,15%+,4.9
2020-09-09,ESCORTS.NS,7.56,7-10%,3.04
2020-09-10,RELIANCE.NS,7.06,7-10%,3.68
2020-09-10,NCLIND.NS,8.96,7-10%,0.62
2020-09-10,BLUEDART.NS,9.02,7-10%,3.01
2020-09-11,MAXHEALTH.NS,17.77,15%+,
2020-09-11,COFORGE.NS,9.36,7-10%,6.69
2020-09-11,KAJARIACER.NS,7.06,7-10%,1.9
2020-09-14,HCLTECH.NS,10.46,10-15%,5.02
2020-09-14,PRESTIGE.NS,8.77,7-10%,2.17
2020-09-14,MPHASIS.NS,8.87,7-10%,4.28
2020-09-14,PERSISTENT.NS,14.15,10-15%,4.28
2020-09-14,KPITTECH.NS,12.26,10-15%,6.01
2020-09-14,METROPOLIS.NS,9.13,7-10%,2.39
2020-09-14,ASHOKLEY.NS,9.76,7-10%,1.82
2020-09-14,BAJAJCON.NS,10.93,10-15%,4.1
2020-09-14,APOLLOTYRE.NS,8.05,7-10%,1.81
2020-09-14,KAJARIACER.NS,9.95,7-10%,4.35
2020-09-14,ORIENTELEC.NS,9.91,7-10%,2.74
2020-09-14,KEC.NS,7.65,7-10%,2.85
2020-09-14,BIRLACORPN.NS,12.43,10-15%,3.52
2020-09-14,JKCEMENT.NS,7.36,7-10%,1.28
2020-09-14,DEEPAKNTR.NS,8.52,7-10%,1.48
2020-09-15,TRENT.NS,7.54,7-10%,2.23
2020-09-15,IFBIND.NS,10.42,10-15%,3.05
2020-09-15,RADICO.NS,7.18,7-10%,3.55
2020-09-15,DEEPAKNTR.NS,7.76,7-10%,1.68
2020-09-16,JINDALSAW.NS,7.94,7-10%,3.78
2020-09-17,KPITTECH.NS,7.34,7-10%,3.59
2020-09-18,DRREDDY.NS,10.48,10-15%,8.59
2020-09-18,CIPLA.NS,7.29,7-10%,4.72
2020-09-18,NATCOPHARM.NS,15.2,15%+,11.85
2020-09-23,ROUTE.NS,18.73,15%+,
2020-09-24,APOLLOHOSP.NS,7.14,7-10%,3.78
2020-09-24,ROUTE.NS,9.63,7-10%,
2020-09-25,COFORGE.NS,8.98,7-10%,2.64
2020-09-25,IDFCFIRSTB.NS,8.7,7-10%,1.1
2020-09-25,MANAPPURAM.NS,8.7,7-10%,1.2
2020-09-25,ASHOKLEY.NS,13.2,10-15%,2.01
2020-09-25,IFBIND.NS,12.41,10-15%,1.38
2020-09-25,RPOWER.NS,9.43,7-10%,1.47
2020-09-28,INDUSINDBK.NS,7.82,7-10%,1.35
2020-09-28,ESCORTS.NS,7.66,7-10%,1.46
2020-09-29,RAYMOND.NS,7.53,7-10%,3.53
2020-09-29,BLUEDART.NS,7.02,7-10%,1.86
2020-10-01,INDUSINDBK.NS,12.29,10-15%,2.69
2020-10-05,TCS.NS,7.23,7-10%,2.88
2020-10-05,METROPOLIS.NS,7.1,7-10%,0.88
2020-10-06,THYROCARE.NS,14.1,10-15%,11.02
2020-10-06,IFBIND.NS,7.03,7-10%,1.34
2020-10-06,SOBHA.NS,9.44,7-10%,7.07
2020-10-07,LALPATHLAB.NS,11.63,10-15%,6.67
2020-10-07,THYROCARE.NS,20.0,15%+,8.93
2020-10-08,WIPRO.NS,7.2,7-10%,4.07
2020-10-12,COFORGE.NS,8.16,7-10%,2.91
2020-10-13,NEWGEN.NS,8.68,7-10%,3.05
2020-10-16,IFBIND.NS,7.62,7-10%,6.19
2020-10-16,SUNTECK.NS,8.0,7-10%,2.91
2020-10-16,NCLIND.NS,7.54,7-10%,1.32
2020-10-19,FEDERALBNK.NS,7.66,7-10%,2.74
2020-10-19,BANKBARODA.NS,8.19,7-10%,1.71
2020-10-20,OBEROIRLTY.NS,17.45,15%+,7.12
2020-10-20,HINDCOPPER.NS,10.96,10-15%,9.51
2020-10-20,BRIGADE.NS,7.36,7-10%,5.07
2020-10-20,JPPOWER.NS,8.89,7-10%,0.62
2020-10-21,GODREJPROP.NS,11.5,10-15%,7.54
2020-10-21,NEWGEN.NS,9.11,7-10%,11.68
2020-10-21,SOBHA.NS,11.22,10-15%,5.06
2020-10-22,SUNDARMFIN.NS,8.17,7-10%,3.32
2020-10-22,ROUTE.NS,9.19,7-10%,0.94
2020-10-22,RPOWER.NS,12.24,10-15%,6.93
2020-10-23,ABFRL.NS,7.46,7-10%,11.29
2020-10-23,JPPOWER.NS,8.33,7-10%,3.23
2020-10-23,RPOWER.NS,20.0,15%+,6.31
2020-10-26,THYROCARE.NS,7.31,7-10%,1.6
2020-10-27,KOTAKBANK.NS,12.05,10-15%,6.25
2020-10-27,TRENT.NS,7.35,7-10%,3.96
2020-10-27,IPCALAB.NS,11.23,10-15%,7.31
2020-10-28,ROUTE.NS,10.0,7-10%,2.4
2020-10-29,RPOWER.NS,16.67,15%+,2.14
2020-10-29,NAVINFLUOR.NS,7.14,7-10%,6.54
2020-10-30,CHOLAFIN.NS,9.26,7-10%,4.47
2020-10-30,TVSMOTOR.NS,7.85,7-10%,6.51
2020-10-30,BLUEDART.NS,13.82,10-15%,8.53
2020-11-02,INDUSINDBK.NS,7.28,7-10%,1.94
2020-11-02,HAVELLS.NS,7.38,7-10%,3.7
2020-11-02,GODREJPROP.NS,10.37,10-15%,3.49
2020-11-02,CHOLAFIN.NS,7.25,7-10%,2.3
2020-11-02,BANKBARODA.NS,7.55,7-10%,2.05
2020-11-02,ROUTE.NS,10.0,7-10%,1.32
2020-11-03,SUNDARMFIN.NS,8.54,7-10%,4.5
2020-11-05,NATIONALUM.NS,7.08,7-10%,1.97
2020-11-05,BRIGADE.NS,11.38,10-15%,4.93
2020-11-06,NCLIND.NS,9.44,7-10%,3.29
2020-11-09,ELGIEQUIP.NS,11.44,10-15%,12.56
2020-11-09,IFBIND.NS,7.45,7-10%,1.39
2020-11-10,LT.NS,7.02,7-10%,1.98
2020-11-10,BAJFINANCE.NS,8.89,7-10%,2.2
2020-11-10,INDUSINDBK.NS,7.71,7-10%,2.79
2020-11-10,UBL.NS,8.04,7-10%,3.25
2020-11-10,PHOENIXLTD.NS,7.55,7-10%,7.68
2020-11-10,M&MFIN.NS,8.15,7-10%,2.69
2020-11-10,ASHOKLEY.NS,8.01,7-10%,2.09
2020-11-11,TATASTEEL.NS,7.25,7-10%,1.82
2020-11-11,APOLLOHOSP.NS,7.96,7-10%,2.72
2020-11-13,APOLLOHOSP.NS,7.36,7-10%,3.0
2020-11-14,THYROCARE.NS,50.0,15%+,0.03
2020-11-17,IIFL.NS,19.99,15%+,5.88
2020-11-17,BRIGADE.NS,7.16,7-10%,4.09
2020-11-17,TCI.NS,7.26,7-10%,3.4
2020-11-18,M&M.NS,10.75,10-15%,5.27
2020-11-18,ABB.NS,9.77,7-10%,5.16
2020-11-18,M&MFIN.NS,7.59,7-10%,2.23
2020-11-18,IIFL.NS,10.57,10-15%,6.47
2020-11-19,INOXWIND.NS,10.09,10-15%,5.71
2020-11-20,BAJAJFINSV.NS,9.19,7-10%,2.97
2020-11-20,INOXWIND.NS,20.0,15%+,6.52
2020-11-23,BHEL.NS,7.36,7-10%,2.81
2020-11-23,IDFCFIRSTB.NS,9.67,7-10%,3.96
2020-11-23,BAJAJHLDNG.NS,7.91,7-10%,4.23
2020-11-24,BOSCHLTD.NS,9.82,7-10%,5.03
2020-11-24,SUNTECK.NS,11.95,10-15%,8.07
2020-11-25,DCBBANK.NS,7.03,7-10%,4.21
2020-11-26,SIEMENS.NS,11.17,10-15%,10.18
2020-11-27,CHOLAFIN.NS,7.91,7-10%,1.94
2020-11-27,CUMMINSIND.NS,9.81,7-10%,4.39
2020-11-27,BAJAJCON.NS,7.28,7-10%,6.98
2020-11-27,EXIDEIND.NS,7.07,7-10%,3.64
2020-11-27,VBL.NS,12.07,10-15%,5.07
2020-11-27,IGL.NS,10.77,10-15%,7.58
2020-11-27,MGL.NS,14.51,10-15%,6.35
2020-11-27,DEEPAKNTR.NS,7.42,7-10%,3.36
2020-12-01,PRESTIGE.NS,8.29,7-10%,2.22
2020-12-01,IIFL.NS,12.57,10-15%,2.8
2020-12-01,INOXWIND.NS,8.8,7-10%,1.46
2020-12-01,MAHLIFE.NS,11.02,10-15%,6.01
2020-12-01,JKLAKSHMI.NS,7.11,7-10%,1.93
2020-12-02,ADANIENT.NS,7.55,7-10%,2.69
2020-12-02,PHOENIXLTD.NS,11.42,10-15%,5.39
2020-12-02,AIAENG.NS,12.17,10-15%,4.25
2020-12-03,MARUTI.NS,7.39,7-10%,2.84
2020-12-03,BANKBARODA.NS,7.76,7-10%,2.16
2020-12-03,INDIANB.NS,7.05,7-10%,4.76
2020-12-04,MAXHEALTH.NS,8.78,7-10%,2.49
2020-12-04,IRCTC.NS,13.97,10-15%,11.61
2020-12-04,JPPOWER.NS,8.16,7-10%,2.68
2020-12-07,IRCTC.NS,7.7,7-10%,6.08
2020-12-07,JPPOWER.NS,18.87,15%+,3.89
2020-12-08,PNB.NS,13.57,10-15%,3.63
2020-12-08,BANKBARODA.NS,8.4,7-10%,2.69
2020-12-08,CANBK.NS,16.7,15%+,3.53
2020-12-08,UNIONBANK.NS,8.15,7-10%,4.1
2020-12-08,INDIANB.NS,14.9,10-15%,5.42
2020-12-08,IFBIND.NS,9.98,7-10%,3.5
2020-12-09,KARURVYSYA.NS,9.58,7-10%,4.95
2020-12-09,ELGIEQUIP.NS,9.19,7-10%,4.72
2020-12-09,HINDCOPPER.NS,7.86,7-10%,2.43
2020-12-09,GODFRYPHLP.NS,7.78,7-10%,7.91
2020-12-11,INOXWIND.NS,9.14,7-10%,1.63
2020-12-11,JPPOWER.NS,20.0,15%+,4.31
2020-12-14,INDIANB.NS,11.58,10-15%,2.39
2020-12-14,IFBIND.NS,12.81,10-15%,6.05
2020-12-14,HINDCOPPER.NS,19.75,15%+,5.5
2020-12-16,DLF.NS,9.72,7-10%,3.86
2020-12-16,INOXWIND.NS,9.97,7-10%,1.41
2020-12-16,HINDCOPPER.NS,13.55,10-15%,4.67
2020-12-17,HINDCOPPER.NS,8.58,7-10%,4.25
2020-12-18,KPITTECH.NS,7.36,7-10%,4.98
2020-12-22,COFORGE.NS,7.25,7-10%,1.83
2020-12-22,KPITTECH.NS,12.77,10-15%,3.37
2020-12-22,KOLTEPATIL.NS,8.61,7-10%,1.64
2020-12-23,GODREJPROP.NS,7.75,7-10%,1.85
2020-12-23,HONAUT.NS,7.09,7-10%,2.97
2020-12-23,MPHASIS.NS,10.77,10-15%,4.59
2020-12-23,VEDL.NS,8.16,7-10%,2.17
2020-12-23,TATAELXSI.NS,8.17,7-10%,4.45
2020-12-23,KOLTEPATIL.NS,7.12,7-10%,3.63
2020-12-24,WHIRLPOOL.NS,11.74,10-15%,6.26
2020-12-24,VEDL.NS,8.24,7-10%,5.89
2020-12-28,KPITTECH.NS,9.19,7-10%,3.12
2020-12-29,IFBIND.NS,7.14,7-10%,2.09
2020-12-30,SOBHA.NS,7.35,7-10%,2.85
2020-12-31,SOBHA.NS,8.41,7-10%,3.67
2021-01-01,BHEL.NS,7.8,7-10%,2.37
2021-01-01,MSTCLTD.NS,7.48,7-10%,4.5
2021-01-04,TATASTEEL.NS,7.76,7-10%,2.38
2021-01-04,CHOLAFIN.NS,7.75,7-10%,3.29
2021-01-04,AAVAS.NS,8.51,7-10%,1.46
2021-01-05,AAVAS.NS,8.28,7-10%,4.31
2021-01-06,SUPRAJIT.NS,9.22,7-10%,7.88
2021-01-06,MSTCLTD.NS,7.14,7-10%,3.28
2021-01-07,MAXHEALTH.NS,8.74,7-10%,4.24
2021-01-07,IDFCFIRSTB.NS,10.63,10-15%,5.23
2021-01-07,HINDCOPPER.NS,7.74,7-10%,2.25
2021-01-07,SOBHA.NS,7.73,7-10%,2.24
2021-01-08,ELGIEQUIP.NS,12.65,10-15%,8.35
2021-01-12,DLF.NS,8.34,7-10%,2.79
2021-01-12,BANKBARODA.NS,10.12,10-15%,2.11
2021-01-12,CANBK.NS,7.95,7-10%,1.35
2021-01-13,TATAELXSI.NS,13.62,10-15%,6.21
2021-01-14,HAL.NS,9.51,7-10%,8.78
2021-01-14,MSTCLTD.NS,13.19,10-15%,4.31
2021-01-15,MSTCLTD.NS,16.86,15%+,4.39
2021-01-19,CHOLAFIN.NS,7.01,7-10%,2.55
2021-01-19,IDFCFIRSTB.NS,7.5,7-10%,1.33
2021-01-19,TATAELXSI.NS,7.38,7-10%,1.16
2021-01-21,HAVELLS.NS,10.96,10-15%,7.79
2021-01-21,APOLLOTYRE.NS,7.63,7-10%,4.41
2021-01-21,CEATLTD.NS,8.98,7-10%,5.21
2021-01-22,BAJAJ-AUTO.NS,10.43,10-15%,8.09
2021-01-22,ORIENTELEC.NS,7.43,7-10%,2.45
2021-01-25,AUROPHARMA.NS,8.1,7-10%,4.04
2021-01-27,TATAELXSI.NS,7.25,7-10%,1.43
2021-01-29,IIFL.NS,19.98,15%+,5.26
2021-01-29,KPITTECH.NS,7.41,7-10%,2.99
2021-02-01,ICICIBANK.NS,12.44,10-15%,2.87
2021-02-01,SBIN.NS,10.14,10-15%,2.41
2021-02-01,LT.NS,8.55,7-10%,2.53
2021-02-01,AXISBANK.NS,7.01,7-10%,1.52
2021-02-01,ULTRACEMCO.NS,7.83,7-10%,1.86
2021-02-01,BAJAJFINSV.NS,11.45,10-15%,2.0
2021-02-01,INDUSINDBK.NS,14.71,10-15%,3.11
2021-02-01,AMBUJACEM.NS,7.17,7-10%,1.13
2021-02-01,SHREECEM.NS,7.77,7-10%,2.0
2021-02-01,RAMCOCEM.NS,7.1,7-10%,1.11
2021-02-01,DLF.NS,10.26,10-15%,1.51
2021-02-01,PHOENIXLTD.NS,7.66,7-10%,1.21
2021-02-01,CHOLAFIN.NS,11.34,10-15%,1.54
2021-02-01,LICHSGFIN.NS,9.4,7-10%,1.63
2021-02-01,CUMMINSIND.NS,9.55,7-10%,1.94
2021-02-01,RBLBANK.NS,10.78,10-15%,1.46
2021-02-01,PNB.NS,7.2,7-10%,1.44
2021-02-01,BANKBARODA.NS,8.6,7-10%,1.43
2021-02-01,CANBK.NS,7.77,7-10%,1.6
2021-02-01,INDIANB.NS,7.07,7-10%,1.27
2021-02-01,DCBBANK.NS,7.58,7-10%,2.36
2021-02-01,IIFL.NS,19.99,15%+,4.19
2021-02-01,TATAELXSI.NS,9.63,7-10%,1.03
2021-02-01,ASHOKLEY.NS,10.15,10-15%,1.4
2021-02-01,APOLLOTYRE.NS,8.67,7-10%,1.03
2021-02-01,MSTCLTD.NS,9.99,7-10%,0.73
2021-02-01,SUNTECK.NS,7.11,7-10%,0.88
2021-02-02,SBIN.NS,7.21,7-10%,2.57
2021-02-02,SHREECEM.NS,7.7,7-10%,2.98
2021-02-02,SIEMENS.NS,7.86,7-10%,2.73
2021-02-02,INDIANB.NS,7.13,7-10%,2.17
2021-02-02,IIFL.NS,9.99,7-10%,0.49
2021-02-02,ASHOKLEY.NS,8.4,7-10%,1.8
2021-02-02,TVSMOTOR.NS,7.57,7-10%,2.17
2021-02-02,PNCINFRA.NS,10.27,10-15%,1.8
2021-02-02,KEC.NS,7.74,7-10%,4.19
2021-02-02,MSTCLTD.NS,9.98,7-10%,0.26
2021-02-02,NAVINFLUOR.NS,7.02,7-10%,1.96
2021-02-03,INDUSINDBK.NS,7.47,7-10%,2.49
2021-02-03,IIFL.NS,9.39,7-10%,5.1
2021-02-03,IPCALAB.NS,7.86,7-10%,1.86
2021-02-03,BAJAJCON.NS,19.98,15%+,10.84
2021-02-03,CEATLTD.NS,7.54,7-10%,1.05
2021-02-04,THERMAX.NS,18.96,15%+,11.01
2021-02-04,INDIANB.NS,16.48,15%+,4.48
2021-02-04,KARURVYSYA.NS,10.69,10-15%,3.65
2021-02-04,APOLLOTYRE.NS,7.21,7-10%,3.44
2021-02-04,HINDCOPPER.NS,10.0,7-10%,1.15
2021-02-04,MSTCLTD.NS,9.67,7-10%,1.04
2021-02-05,SBIN.NS,10.7,10-15%,3.37
2021-02-05,INDIANB.NS,7.58,7-10%,3.71
2021-02-05,KARURVYSYA.NS,9.04,7-10%,5.71
2021-02-05,MSTCLTD.NS,14.09,10-15%,2.17
2021-02-05,MAHLIFE.NS,12.31,10-15%,4.35
2021-02-08,M&M.NS,7.27,7-10%,2.59
2021-02-08,KARURVYSYA.NS,9.9,7-10%,5.22
2021-02-08,SUPRAJIT.NS,8.29,7-10%,4.32
2021-02-08,PNCINFRA.NS,9.32,7-10%,2.38
2021-02-08,HINDCOPPER.NS,7.75,7-10%,2.16
2021-02-08,MSTCLTD.NS,19.59,15%+,2.28
2021-02-08,GUJGASLTD.NS,14.55,10-15%,8.15
2021-02-08,RPOWER.NS,7.46,7-10%,2.21
2021-02-09,SUNDARMFIN.NS,13.71,10-15%,5.93
2021-02-09,IIFL.NS,10.0,10-15%,1.25
2021-02-09,AAVAS.NS,9.38,7-10%,3.14
2021-02-10,MOTHERSON.NS,7.73,7-10%,3.99
2021-02-10,IIFL.NS,9.99,7-10%,1.5
2021-02-11,MAXHEALTH.NS,9.92,7-10%,3.04
2021-02-11,INOXWIND.NS,9.57,7-10%,2.96
2021-02-11,ROUTE.NS,20.0,15%+,4.81
2021-02-11,PNCINFRA.NS,7.75,7-10%,0.89
2021-02-11,JPPOWER.NS,8.33,7-10%,1.44
2021-02-12,ADANIENT.NS,9.16,7-10%,3.01
2021-02-12,MOTHERSON.NS,10.04,10-15%,5.67
2021-02-12,JKCEMENT.NS,11.88,10-15%,3.06
2021-02-15,APOLLOHOSP.NS,12.46,10-15%,3.7
2021-02-15,CHOLAFIN.NS,13.7,10-15%,3.81
2021-02-15,LICHSGFIN.NS,7.58,7-10%,2.24
2021-02-15,ROUTE.NS,12.41,10-15%,3.74
2021-02-15,JPPOWER.NS,9.09,7-10%,0.56
2021-02-15,BIRLACORPN.NS,8.74,7-10%,2.18
2021-02-16,SUNDARMFIN.NS,7.77,7-10%,2.43
2021-02-16,JPPOWER.NS,10.0,7-10%,4.67
2021-02-16,DEEPAKNTR.NS,8.06,7-10%,3.61
2021-02-17,UNIONBANK.NS,10.12,10-15%,5.88
2021-02-17,INDIANB.NS,9.97,7-10%,1.34
2021-02-17,LALPATHLAB.NS,8.64,7-10%,6.43
2021-02-18,ONGC.NS,8.26,7-10%,3.22
2021-02-18,BHEL.NS,7.37,7-10%,2.4
2021-02-18,BANKBARODA.NS,13.6,10-15%,3.2
2021-02-18,UNIONBANK.NS,10.37,10-15%,5.99
2021-02-18,GMMPFAUDLR.NS,16.75,15%+,9.34
2021-02-18,HINDCOPPER.NS,12.28,10-15%,3.02
2021-02-18,GUJGASLTD.NS,7.67,7-10%,2.62
2021-02-18,TORNTPOWER.NS,7.92,7-10%,2.25
2021-02-19,IDFCFIRSTB.NS,7.4,7-10%,4.08
2021-02-22,VEDL.NS,7.05,7-10%,3.02
2021-02-22,IIFL.NS,9.99,7-10%,0.68
2021-02-22,HINDCOPPER.NS,14.49,10-15%,4.03
2021-02-22,RATNAMANI.NS,9.41,7-10%,8.24
2021-02-22,RPOWER.NS,9.68,7-10%,2.17
2021-02-23,SUNDARMFIN.NS,7.24,7-10%,1.75
2021-02-23,HINDCOPPER.NS,18.04,15%+,3.91
2021-02-23,RPOWER.NS,8.82,7-10%,4.82
2021-02-24,IIFL.NS,7.83,7-10%,1.13
2021-02-24,HINDCOPPER.NS,9.99,7-10%,2.51
2021-02-25,COALINDIA.NS,8.1,7-10%,4.08
2021-02-25,BHEL.NS,9.78,7-10%,3.92
2021-02-25,THERMAX.NS,7.45,7-10%,0.83
2021-02-25,ELGIEQUIP.NS,7.96,7-10%,3.29
2021-02-25,HINDCOPPER.NS,9.98,7-10%,1.61
2021-02-25,JINDALSAW.NS,12.12,10-15%,6.6
2021-02-25,RPOWER.NS,9.86,7-10%,1.67
2021-02-26,RPOWER.NS,8.97,7-10%,4.9
2021-03-01,MOTHERSON.NS,8.2,7-10%,1.14
2021-03-01,IRCTC.NS,10.16,10-15%,2.39
2021-03-01,MSTCLTD.NS,13.18,10-15%,1.38
2021-03-01,GUJGASLTD.NS,7.75,7-10%,1.49
2021-03-01,DEEPAKNTR.NS,14.25,10-15%,2.0
2021-03-02,TATACOMM.NS,7.91,7-10%,3.42
2021-03-02,TRENT.NS,9.09,7-10%,4.2
2021-03-02,MOIL.NS,8.06,7-10%,6.38
2021-03-02,JKLAKSHMI.NS,9.44,7-10%,2.83
2021-03-03,HDFCAMC.NS,8.68,7-10%,5.35
2021-03-08,MSTCLTD.NS,7.15,7-10%,1.99
2021-03-09,KPITTECH.NS,11.36,10-15%,5.43
2021-03-22,ADANIENT.NS,11.4,10-15%,2.99
2021-03-22,GODREJPROP.NS,7.15,7-10%,2.61
2021-03-22,TCI.NS,7.03,7-10%,5.23
2021-03-23,INOXWIND.NS,9.97,7-10%,2.63
2021-03-26,IFBIND.NS,10.97,10-15%,6.16
2021-03-26,BRIGADE.NS,8.52,7-10%,0.63
2021-03-26,BLUEDART.NS,9.02,7-10%,1.84
2021-03-30,OFSS.NS,7.45,7-10%,3.26
2021-03-30,MPHASIS.NS,8.78,7-10%,1.88
2021-03-30,METROPOLIS.NS,8.0,7-10%,2.34
2021-03-30,MOIL.NS,13.03,10-15%,5.52
2021-03-30,NHPC.NS,7.74,7-10%,1.64
2021-03-30,NAVINFLUOR.NS,11.55,10-15%,2.73
2021-04-01,JSWSTEEL.NS,8.6,7-10%,3.54
2021-04-01,HINDALCO.NS,7.16,7-10%,1.7
2021-04-01,ADANIENT.NS,7.38,7-10%,1.29
2021-04-01,NATIONALUM.NS,8.7,7-10%,1.71
2021-04-05,THYROCARE.NS,7.42,7-10%,6.11
2021-04-06,ADANIPORTS.NS,12.57,10-15%,3.89
2021-04-06,ADANIENT.NS,7.66,7-10%,2.0
2021-04-06,ROUTE.NS,8.66,7-10%,2.67
2021-04-06,SOBHA.NS,15.13,15%+,10.0
2021-04-07,CHOLAFIN.NS,7.05,7-10%,1.8
2021-04-07,THERMAX.NS,9.71,7-10%,1.74
2021-04-07,KPITTECH.NS,15.01,15%+,2.5
2021-04-07,IFBIND.NS,7.57,7-10%,1.57
2021-04-08,JSWSTEEL.NS,9.21,7-10%,4.52
2021-04-08,NATCOPHARM.NS,7.3,7-10%,4.16
2021-04-08,HOMEFIRST.NS,9.48,7-10%,1.93
2021-04-13,BAJAJFINSV.NS,7.02,7-10%,1.95
2021-04-13,M&M.NS,7.95,7-10%,2.86
2021-04-13,FEDERALBNK.NS,8.15,7-10%,1.82
2021-04-13,SOBHA.NS,13.14,10-15%,3.54
2021-04-13,SUNTECK.NS,7.08,7-10%,1.13
2021-04-15,JPPOWER.NS,8.47,7-10%,1.2
2021-04-16,WIPRO.NS,8.94,7-10%,6.21
2021-04-16,HINDCOPPER.NS,8.52,7-10%,2.4
2021-04-19,ELGIEQUIP.NS,14.89,10-15%,7.74
2021-04-22,INOXWIND.NS,19.97,15%+,5.15
2021-04-23,PATANJALI.NS,10.0,7-10%,3.57
2021-04-26,PHOENIXLTD.NS,14.37,10-15%,2.34
2021-04-27,HINDCOPPER.NS,10.0,10-15%,3.28
2021-04-27,NAVINFLUOR.NS,8.03,7-10%,2.7
2021-04-27,DEEPAKNTR.NS,8.86,7-10%,3.82
2021-04-28,BAJFINANCE.NS,8.55,7-10%,2.87
2021-04-28,TVSMOTOR.NS,14.04,10-15%,11.55
2021-04-29,JSWSTEEL.NS,9.64,7-10%,2.15
2021-04-29,JINDALSAW.NS,7.68,7-10%,6.33
2021-04-29,JPPOWER.NS,8.62,7-10%,1.19
2021-05-03,ADANIENT.NS,8.36,7-10%,1.06
2021-05-03,MARICO.NS,8.19,7-10%,8.13
2021-05-03,BHEL.NS,10.77,10-15%,2.65
2021-05-03,JINDALSAW.NS,8.36,7-10%,5.75
2021-05-03,RPOWER.NS,9.28,7-10%,2.8
2021-05-04,PNB.NS,8.55,7-10%,3.38
2021-05-04,TATAELXSI.NS,8.81,7-10%,2.08
2021-05-04,GRINDWELL.NS,8.24,7-10%,10.22
2021-05-05,BHEL.NS,7.99,7-10%,2.73
2021-05-06,COFORGE.NS,17.4,15%+,7.19
2021-05-06,RPOWER.NS,7.84,7-10%,3.11
2021-05-07,TATASTEEL.NS,7.4,7-10%,1.9
2021-05-07,NMDC.NS,8.42,7-10%,3.34
2021-05-07,NATIONALUM.NS,10.87,10-15%,3.49
2021-05-07,HINDCOPPER.NS,9.98,7-10%,2.3
2021-05-07,JINDALSAW.NS,7.38,7-10%,2.19
2021-05-07,MOIL.NS,7.71,7-10%,4.37
2021-05-07,KOLTEPATIL.NS,13.19,10-15%,10.05
2021-05-07,RPOWER.NS,10.0,10-15%,3.01
2021-05-10,COALINDIA.NS,7.45,7-10%,4.06
2021-05-10,TATAPOWER.NS,7.06,7-10%,1.56
2021-05-10,BHEL.NS,13.58,10-15%,3.23
2021-05-10,GMMPFAUDLR.NS,9.02,7-10%,10.56
2021-05-10,NMDC.NS,8.25,7-10%,3.62
2021-05-10,NATIONALUM.NS,7.24,7-10%,2.26
2021-05-10,HINDCOPPER.NS,9.97,7-10%,2.31
2021-05-10,PATANJALI.NS,8.94,7-10%,5.7
2021-05-10,TORNTPOWER.NS,8.45,7-10%,2.94
2021-05-10,JPPOWER.NS,10.0,7-10%,3.44
