date,ticker,day_return,bucket,volume_ratio
2019-09-20,INDUSINDBK.NS,10.71,10-15%,2.47
2019-09-20,JSWSTEEL.NS,8.45,7-10%,2.33
2019-09-20,GRASIM.NS,7.29,7-10%,2.19
2019-09-20,EICHERMOT.NS,13.38,10-15%,2.41
2019-09-20,BRITANNIA.NS,9.35,7-10%,1.79
2019-09-20,PIDILITIND.NS,8.82,7-10%,3.11
2019-09-20,BERGEPAINT.NS,9.09,7-10%,3.72
2019-09-20,HAVELLS.NS,12.81,10-15%,2.93
2019-09-20,WHIRLPOOL.NS,7.95,7-10%,5.12
2019-09-20,M&M.NS,9.55,7-10%,3.87
2019-09-20,HEROMOTOCO.NS,13.06,10-15%,3.38
2019-09-20,MOTHERSON.NS,9.07,7-10%,2.3
2019-09-20,ESCORTS.NS,10.33,10-15%,1.9
2019-09-20,AMBUJACEM.NS,12.2,10-15%,2.58
2019-09-20,SHREECEM.NS,7.38,7-10%,3.47
2019-09-20,ACC.NS,10.47,10-15%,1.69
2019-09-20,RAMCOCEM.NS,7.02,7-10%,1.81
2019-09-20,DLF.NS,8.3,7-10%,1.4
2019-09-20,HDFCAMC.NS,7.14,7-10%,1.28
2019-09-20,MUTHOOTFIN.NS,7.72,7-10%,1.26
2019-09-20,CHOLAFIN.NS,10.23,10-15%,3.87
2019-09-20,LICHSGFIN.NS,9.6,7-10%,1.14
2019-09-20,SIEMENS.NS,7.58,7-10%,2.58
2019-09-20,THERMAX.NS,9.93,7-10%,2.52
2019-09-20,HONAUT.NS,8.3,7-10%,0.84
2019-09-20,OFSS.NS,7.69,7-10%,2.81
2019-09-20,PAGEIND.NS,15.61,15%+,2.72
2019-09-20,ABFRL.NS,7.14,7-10%,1.39
2019-09-20,TRENT.NS,7.54,7-10%,1.74
2019-09-20,VEDL.NS,8.76,7-10%,1.9
2019-09-20,FEDERALBNK.NS,13.6,10-15%,2.6
2019-09-20,RBLBANK.NS,15.31,15%+,1.79
2019-09-20,UNIONBANK.NS,7.21,7-10%,1.68
2019-09-20,SUNDARMFIN.NS,7.92,7-10%,3.72
2019-09-20,M&MFIN.NS,9.14,7-10%,3.03
2019-09-20,IIFL.NS,8.59,7-10%,6.64
2019-09-20,ASHOKLEY.NS,18.49,15%+,2.8
2019-09-20,TVSMOTOR.NS,13.66,10-15%,2.23
2019-09-20,EXIDEIND.NS,7.49,7-10%,2.3
2019-09-20,BALKRISIND.NS,7.66,7-10%,1.86
2019-09-20,KAJARIACER.NS,8.93,7-10%,1.91
2019-09-20,KEC.NS,9.92,7-10%,2.5
2019-09-20,JINDALSAW.NS,10.44,10-15%,2.73
2019-09-20,MGL.NS,7.72,7-10%,2.55
2019-09-20,BIRLACORPN.NS,8.47,7-10%,2.78
2019-09-23,ITC.NS,7.06,7-10%,3.34
2019-09-23,LT.NS,8.29,7-10%,3.28
2019-09-23,ASIANPAINT.NS,7.88,7-10%,2.91
2019-09-23,BAJFINANCE.NS,8.69,7-10%,1.99
2019-09-23,BAJAJFINSV.NS,7.85,7-10%,1.98
2019-09-23,ADANIPORTS.NS,7.95,7-10%,2.37
2019-09-23,EICHERMOT.NS,7.72,7-10%,1.54
2019-09-23,BERGEPAINT.NS,9.07,7-10%,2.76
2019-09-23,UBL.NS,8.27,7-10%,1.93
2019-09-23,ESCORTS.NS,10.44,10-15%,1.71
2019-09-23,SIEMENS.NS,8.83,7-10%,2.61
2019-09-23,ABB.NS,10.23,10-15%,7.23
2019-09-23,KARURVYSYA.NS,8.47,7-10%,1.2
2019-09-23,BAJAJHLDNG.NS,9.39,7-10%,6.75
2019-09-23,ASHOKLEY.NS,7.88,7-10%,2.1
2019-09-23,EXIDEIND.NS,9.17,7-10%,4.73
2019-09-23,GRINDWELL.NS,12.53,10-15%,5.74
2019-09-23,IFBIND.NS,11.48,10-15%,5.0
2019-09-23,MSTCLTD.NS,10.47,10-15%,3.06
2019-09-23,COLPAL.NS,8.85,7-10%,3.83
2019-09-26,ADANIGREEN.NS,12.56,10-15%,4.54
2019-09-26,GODREJPROP.NS,8.0,7-10%,2.75
2019-09-27,MOIL.NS,7.25,7-10%,5.83
2019-10-01,NMDC.NS,8.68,7-10%,3.18
2019-10-01,RPOWER.NS,15.91,15%+,2.39
2019-10-03,ADANIGREEN.NS,8.32,7-10%,1.84
2019-10-09,RAYMOND.NS,10.25,10-15%,2.74
2019-10-09,ASHOKLEY.NS,7.22,7-10%,1.04
2019-10-14,ADANIENT.NS,7.41,7-10%,2.62
2019-10-16,INOXWIND.NS,16.3,15%+,5.8
2019-10-16,BAJAJCON.NS,19.99,15%+,8.63
2019-10-17,ADANIGREEN.NS,10.72,10-15%,2.44
2019-10-17,MOTHERSON.NS,9.95,7-10%,2.31
2019-10-17,RBLBANK.NS,12.28,10-15%,1.6
2019-10-17,INDIANB.NS,7.85,7-10%,1.59
2019-10-17,BAJAJCON.NS,7.2,7-10%,5.24
2019-10-17,EMAMILTD.NS,7.69,7-10%,4.07
2019-10-17,JPPOWER.NS,9.52,7-10%,1.99
2019-10-18,ADANIENT.NS,7.72,7-10%,2.6
2019-10-18,IRCTC.NS,7.57,7-10%,
2019-10-18,BHEL.NS,21.86,15%+,6.95
2019-10-18,MANAPPURAM.NS,7.21,7-10%,2.5
2019-10-18,METROPOLIS.NS,7.38,7-10%,1.66
2019-10-18,NATIONALUM.NS,8.42,7-10%,1.61
2019-10-18,HINDCOPPER.NS,19.35,15%+,6.19
2019-10-18,RPOWER.NS,17.95,15%+,1.2
2019-10-18,BIRLACORPN.NS,7.86,7-10%,1.14
2019-10-22,IRCTC.NS,8.41,7-10%,
2019-10-22,RPOWER.NS,19.57,15%+,1.59
2019-10-23,INDIANB.NS,13.14,10-15%,4.78
2019-10-23,RPOWER.NS,20.0,15%+,2.5
2019-10-24,THYROCARE.NS,10.62,10-15%,4.54
2019-10-24,RPOWER.NS,9.09,7-10%,0.17
2019-10-24,NAVINFLUOR.NS,8.63,7-10%,3.66
2019-10-25,SBIN.NS,7.26,7-10%,2.13
2019-10-27,THYROCARE.NS,50.0,15%+,0.13
2019-10-27,JPPOWER.NS,9.52,7-10%,0.34
2019-10-27,RPOWER.NS,7.69,7-10%,0.34
2019-10-29,MOTHERSON.NS,8.78,7-10%,2.86
2019-10-30,BHEL.NS,9.48,7-10%,2.57
2019-10-30,MSTCLTD.NS,7.25,7-10%,5.2
2019-10-31,SBIN.NS,7.76,7-10%,2.57
2019-10-31,TATACONSUM.NS,8.65,7-10%,6.97
2019-10-31,RBLBANK.NS,7.51,7-10%,1.43
2019-11-04,RPOWER.NS,8.96,7-10%,0.51
2019-11-05,VBL.NS,11.06,10-15%,5.73
2019-11-05,RPOWER.NS,9.59,7-10%,1.69
2019-11-06,VBL.NS,7.58,7-10%,5.45
2019-11-06,RPOWER.NS,10.0,10-15%,1.11
2019-11-07,RAYMOND.NS,7.24,7-10%,5.14
2019-11-07,NEWGEN.NS,8.57,7-10%,1.12
2019-11-07,MSTCLTD.NS,19.98,15%+,8.91
2019-11-08,RAYMOND.NS,20.0,15%+,9.3
2019-11-11,ADANIGREEN.NS,8.25,7-10%,1.73
2019-11-13,HDFCAMC.NS,7.44,7-10%,2.41
2019-11-13,MSTCLTD.NS,13.27,10-15%,5.62
2019-11-13,GODFRYPHLP.NS,7.26,7-10%,4.14
2019-11-14,MUTHOOTFIN.NS,9.44,7-10%,6.8
2019-11-14,JPPOWER.NS,9.52,7-10%,1.43
2019-11-15,BHARTIARTL.NS,8.43,7-10%,3.3
2019-11-15,IIFL.NS,7.54,7-10%,2.33
2019-11-18,GLENMARK.NS,21.45,15%+,9.52
2019-11-18,NCLIND.NS,7.27,7-10%,2.44
2019-11-19,BHARTIARTL.NS,7.37,7-10%,2.91
2019-11-19,UNIONBANK.NS,7.67,7-10%,2.36
2019-11-22,ADANIGREEN.NS,10.0,7-10%,2.13
2019-11-22,RBLBANK.NS,7.29,7-10%,1.45
2019-11-25,BHARTIARTL.NS,7.31,7-10%,1.54
2019-11-25,ADANIGREEN.NS,7.12,7-10%,3.18
2019-11-25,PHOENIXLTD.NS,8.55,7-10%,2.33
2019-11-25,INOXWIND.NS,15.76,15%+,4.71
2019-11-26,IIFL.NS,10.08,10-15%,3.97
2019-11-26,GODFRYPHLP.NS,8.24,7-10%,3.55
2019-11-26,GUJGASLTD.NS,8.03,7-10%,3.07
2019-11-27,ADANIGREEN.NS,9.34,7-10%,2.07
2019-11-27,WHIRLPOOL.NS,7.81,7-10%,1.93
2019-11-27,TATACOMM.NS,14.27,10-15%,5.71
2019-11-28,TATACOMM.NS,8.65,7-10%,10.34
2019-11-28,UNIONBANK.NS,10.58,10-15%,2.41
2019-11-28,IIFL.NS,12.38,10-15%,4.78
2019-11-29,JPPOWER.NS,9.52,7-10%,3.44
2019-12-02,INOXWIND.NS,14.0,10-15%,4.33
2019-12-02,JPPOWER.NS,8.7,7-10%,0.39
2019-12-03,PRESTIGE.NS,9.29,7-10%,7.12
2019-12-03,INOXWIND.NS,7.79,7-10%,5.9
2019-12-03,JPPOWER.NS,8.0,7-10%,0.11
2019-12-04,BLUEDART.NS,11.17,10-15%,2.68
2019-12-11,IPCALAB.NS,7.32,7-10%,1.59
2019-12-11,IFBIND.NS,7.81,7-10%,4.24
2019-12-12,IIFL.NS,8.21,7-10%,1.06
2019-12-12,MSTCLTD.NS,7.24,7-10%,1.71
2019-12-17,COFORGE.NS,8.93,7-10%,11.07
2019-12-17,KOLTEPATIL.NS,13.75,10-15%,10.82
2019-12-18,PRESTIGE.NS,9.74,7-10%,3.55
2019-12-26,WHIRLPOOL.NS,7.18,7-10%,2.26
2019-12-30,WELCORP.NS,7.03,7-10%,2.98
2019-12-31,SUPRAJIT.NS,7.47,7-10%,0.96
2020-01-01,JINDALSAW.NS,16.56,15%+,11.51
2020-01-01,GUJGASLTD.NS,7.22,7-10%,3.21
2020-01-02,HINDCOPPER.NS,19.9,15%+,10.6
2020-01-07,IIFL.NS,9.13,7-10%,4.16
2020-01-07,NCLIND.NS,12.46,10-15%,6.43
2020-01-09,JINDALSAW.NS,9.81,7-10%,3.32
2020-01-13,HAL.NS,9.1,7-10%,8.19
2020-01-13,BIRLACORPN.NS,8.18,7-10%,5.7
2020-01-13,BLUEDART.NS,7.86,7-10%,5.55
2020-01-14,TATACONSUM.NS,10.38,10-15%,7.99
2020-01-14,BLUEDART.NS,7.54,7-10%,8.71
2020-01-15,INOXWIND.NS,18.42,15%+,4.4
2020-01-15,JINDALSAW.NS,7.44,7-10%,2.4
2020-01-15,MGL.NS,8.55,7-10%,7.19
2020-01-16,INOXWIND.NS,9.13,7-10%,3.58
2020-01-17,GMMPFAUDLR.NS,10.22,10-15%,4.75
2020-01-17,EMAMILTD.NS,9.35,7-10%,5.02
2020-01-20,PRESTIGE.NS,10.62,10-15%,6.66
2020-01-20,IIFL.NS,8.97,7-10%,3.33
2020-01-20,NHPC.NS,11.55,10-15%,14.16
2020-01-21,HAL.NS,8.58,7-10%,3.36
2020-01-21,NEWGEN.NS,17.02,15%+,13.26
2020-01-24,GMMPFAUDLR.NS,17.28,15%+,6.74
2020-01-28,NAVINFLUOR.NS,8.24,7-10%,5.64
2020-01-30,ESCORTS.NS,9.41,7-10%,5.78
2020-02-03,HINDUNILVR.NS,7.11,7-10%,2.96
2020-02-03,THYROCARE.NS,8.02,7-10%,4.94
2020-02-03,GMMPFAUDLR.NS,11.56,10-15%,3.31
2020-02-03,PATANJALI.NS,9.98,7-10%,0.72
2020-02-04,TITAN.NS,7.54,7-10%,3.76
2020-02-04,MOTHERSON.NS,7.11,7-10%,1.63
2020-02-04,IRCTC.NS,12.94,10-15%,3.89
2020-02-04,HONAUT.NS,17.68,15%+,5.81
2020-02-04,TATAELXSI.NS,7.65,7-10%,2.62
2020-02-04,WELCORP.NS,7.88,7-10%,3.54
2020-02-04,GODFRYPHLP.NS,11.71,10-15%,1.71
2020-02-06,LICHSGFIN.NS,8.08,7-10%,2.4
2020-02-06,TANLA.NS,9.75,7-10%,2.4
2020-02-06,AJANTPHARM.NS,8.92,7-10%,5.2
2020-02-07,TRENT.NS,11.71,10-15%,8.05
2020-02-07,IIFL.NS,7.43,7-10%,2.48
2020-02-07,AUROPHARMA.NS,7.06,7-10%,4.12
2020-02-07,NATCOPHARM.NS,8.84,7-10%,2.55
2020-02-07,WELCORP.NS,13.16,10-15%,5.03
2020-02-07,MSTCLTD.NS,16.8,15%+,8.83
2020-02-07,VBL.NS,8.63,7-10%,4.85
2020-02-07,PATANJALI.NS,9.98,7-10%,0.85
2020-02-10,PATANJALI.NS,9.95,7-10%,0.74
2020-02-11,HONAUT.NS,10.53,10-15%,2.76
2020-02-11,GMMPFAUDLR.NS,9.11,7-10%,2.11
2020-02-11,PATANJALI.NS,10.0,7-10%,1.44
2020-02-12,METROPOLIS.NS,8.72,7-10%,3.98
2020-02-13,IRCTC.NS,11.67,10-15%,3.41
2020-02-13,IPCALAB.NS,7.16,7-10%,3.29
2020-02-13,MSTCLTD.NS,17.01,15%+,4.39
2020-02-13,TORNTPOWER.NS,7.25,7-10%,6.19
2020-02-14,JINDALSAW.NS,8.12,7-10%,2.05
2020-02-14,DEEPAKNTR.NS,7.54,7-10%,3.49
2020-02-17,MUTHOOTFIN.NS,17.0,15%+,11.84
2020-02-17,BALKRISIND.NS,10.38,10-15%,6.11
2020-02-17,MSTCLTD.NS,9.9,7-10%,3.87
2020-02-18,IRCTC.NS,7.9,7-10%,1.98
2020-02-19,IRCTC.NS,11.8,10-15%,2.98
2020-02-19,AUROPHARMA.NS,20.27,15%+,4.7
2020-02-20,AJANTPHARM.NS,9.99,7-10%,2.31
2020-02-20,MSTCLTD.NS,12.69,10-15%,3.46
2020-02-24,MSTCLTD.NS,9.98,7-10%,1.55
2020-02-25,PHOENIXLTD.NS,7.84,7-10%,1.34
2020-02-25,NAVINFLUOR.NS,20.0,15%+,5.98
2020-02-25,DEEPAKNTR.NS,8.25,7-10%,3.13
2020-02-27,MSTCLTD.NS,7.04,7-10%,1.99
2020-03-02,ESCORTS.NS,8.23,7-10%,2.35
2020-03-02,DEEPAKNTR.NS,9.35,7-10%,2.25
2020-03-03,VEDL.NS,7.75,7-10%,2.23
2020-03-03,TATAELXSI.NS,10.26,10-15%,2.01
2020-03-03,NHPC.NS,8.29,7-10%,1.2
2020-03-05,UNIONBANK.NS,8.52,7-10%,2.61
2020-03-11,RBLBANK.NS,8.81,7-10%,2.94
2020-03-13,SBIN.NS,13.83,10-15%,2.21
2020-03-13,SUNPHARMA.NS,8.29,7-10%,1.61
2020-03-13,TATASTEEL.NS,13.65,10-15%,1.87
2020-03-13,GRASIM.NS,8.06,7-10%,2.17
2020-03-13,CIPLA.NS,7.8,7-10%,1.36
2020-03-13,WHIRLPOOL.NS,8.58,7-10%,1.41
2020-03-13,PRESTIGE.NS,12.15,10-15%,2.4
2020-03-13,HDFCLIFE.NS,7.24,7-10%,2.6
2020-03-13,HDFCAMC.NS,8.22,7-10%,2.78
2020-03-13,LICHSGFIN.NS,9.75,7-10%,0.79
2020-03-13,BHEL.NS,7.45,7-10%,1.79
2020-03-13,FEDERALBNK.NS,8.56,7-10%,1.77
2020-03-13,IDFCFIRSTB.NS,7.99,7-10%,2.64
2020-03-13,PNB.NS,10.81,10-15%,1.91
2020-03-13,BANKBARODA.NS,15.36,15%+,1.92
2020-03-13,CANBK.NS,9.04,7-10%,1.9
2020-03-13,AUROPHARMA.NS,10.87,10-15%,1.1
2020-03-13,IFBIND.NS,8.41,7-10%,1.21
2020-03-13,NATIONALUM.NS,13.33,10-15%,1.7
2020-03-13,RATNAMANI.NS,10.34,10-15%,2.35
2020-03-13,RADICO.NS,9.31,7-10%,2.13
2020-03-13,SUNTECK.NS,8.33,7-10%,0.78
2020-03-13,PETRONET.NS,7.57,7-10%,1.56
2020-03-13,JKLAKSHMI.NS,8.03,7-10%,1.07
2020-03-17,THYROCARE.NS,9.27,7-10%,2.14
2020-03-18,ONGC.NS,13.58,10-15%,4.05
2020-03-18,BEL.NS,7.32,7-10%,2.2
2020-03-19,ITC.NS,7.4,7-10%,2.9
2020-03-19,PHOENIXLTD.NS,16.56,15%+,1.75
2020-03-20,RELIANCE.NS,10.92,10-15%,1.52
2020-03-20,TCS.NS,9.85,7-10%,1.79
2020-03-20,INFY.NS,7.27,7-10%,1.8
2020-03-20,HINDUNILVR.NS,11.61,10-15%,1.5
2020-03-20,ITC.NS,8.43,7-10%,1.84
2020-03-20,ASIANPAINT.NS,8.85,7-10%,1.18
2020-03-20,HCLTECH.NS,7.61,7-10%,2.05
2020-03-20,WIPRO.NS,10.38,10-15%,1.94
2020-03-20,ULTRACEMCO.NS,12.88,10-15%,1.25
2020-03-20,NESTLEIND.NS,7.81,7-10%,1.45
2020-03-20,TECHM.NS,8.75,7-10%,1.8
2020-03-20,BAJFINANCE.NS,7.49,7-10%,1.89
2020-03-20,BAJAJFINSV.NS,7.74,7-10%,1.52
2020-03-20,ONGC.NS,18.51,15%+,2.54
2020-03-20,COALINDIA.NS,7.49,7-10%,1.26
2020-03-20,JSWSTEEL.NS,7.62,7-10%,0.69
2020-03-20,TATASTEEL.NS,9.53,7-10%,0.84
2020-03-20,GRASIM.NS,7.81,7-10%,0.92
2020-03-20,DRREDDY.NS,10.42,10-15%,1.48
2020-03-20,APOLLOHOSP.NS,15.49,15%+,2.03
2020-03-20,BERGEPAINT.NS,11.53,10-15%,1.32
2020-03-20,WHIRLPOOL.NS,7.71,7-10%,1.02
2020-03-20,TATACOMM.NS,9.47,7-10%,2.31
2020-03-20,TATAPOWER.NS,7.31,7-10%,0.8
2020-03-20,ESCORTS.NS,17.7,15%+,1.41
2020-03-20,DLF.NS,8.84,7-10%,1.77
2020-03-20,ICICIPRULI.NS,8.04,7-10%,1.7
2020-03-20,BEL.NS,10.46,10-15%,1.18
2020-03-20,COFORGE.NS,10.36,10-15%,1.05
2020-03-20,TRENT.NS,7.29,7-10%,0.92
2020-03-20,VEDL.NS,8.8,7-10%,0.99
2020-03-20,MANAPPURAM.NS,15.04,15%+,1.83
2020-03-20,INOXWIND.NS,8.25,7-10%,0.3
2020-03-20,ALKEM.NS,7.84,7-10%,1.24
2020-03-20,IPCALAB.NS,8.45,7-10%,3.27
2020-03-20,BALKRISIND.NS,8.19,7-10%,1.07
2020-03-20,GMMPFAUDLR.NS,20.0,15%+,1.43
2020-03-20,PNCINFRA.NS,7.57,7-10%,1.1
2020-03-20,NMDC.NS,7.88,7-10%,1.65
2020-03-20,JINDALSAW.NS,8.71,7-10%,1.37
2020-03-20,NHPC.NS,15.18,15%+,2.26
2020-03-20,HEIDELBERG.NS,7.27,7-10%,1.53
2020-03-20,NCLIND.NS,8.72,7-10%,0.99
2020-03-20,BLUEDART.NS,7.62,7-10%,1.1
2020-03-20,DEEPAKNTR.NS,10.64,10-15%,0.86
2020-03-24,INFY.NS,12.03,10-15%,1.52
2020-03-24,HINDUNILVR.NS,8.46,7-10%,1.83
2020-03-24,BAJFINANCE.NS,9.18,7-10%,1.72
2020-03-24,ADANIPORTS.NS,11.53,10-15%,1.57
2020-03-24,ADANIENT.NS,7.82,7-10%,1.21
2020-03-24,BRITANNIA.NS,10.61,10-15%,1.48
2020-03-24,TATACONSUM.NS,9.96,7-10%,1.48
2020-03-24,ESCORTS.NS,15.07,15%+,1.11
2020-03-24,HDFCLIFE.NS,14.31,10-15%,1.27
2020-03-24,HONAUT.NS,8.18,7-10%,1.26
2020-03-24,PERSISTENT.NS,7.02,7-10%,0.96
2020-03-24,COFORGE.NS,17.91,15%+,1.66
2020-03-24,RBLBANK.NS,9.78,7-10%,0.67
2020-03-24,M&MFIN.NS,7.44,7-10%,1.43
2020-03-24,AUROPHARMA.NS,10.67,10-15%,1.23
2020-03-24,LALPATHLAB.NS,7.18,7-10%,1.53
2020-03-24,THYROCARE.NS,7.77,7-10%,5.36
2020-03-24,TORNTPOWER.NS,8.48,7-10%,1.2
2020-03-24,TCI.NS,7.13,7-10%,0.43
2020-03-25,RELIANCE.NS,14.72,10-15%,1.58
2020-03-25,HDFCBANK.NS,11.6,10-15%,1.15
2020-03-25,KOTAKBANK.NS,11.9,10-15%,1.07
2020-03-25,LT.NS,8.17,7-10%,2.6
2020-03-25,AXISBANK.NS,7.8,7-10%,2.27
2020-03-25,MARUTI.NS,11.58,10-15%,1.31
2020-03-25,NESTLEIND.NS,7.17,7-10%,1.22
2020-03-25,TITAN.NS,7.93,7-10%,1.05
2020-03-25,BAJAJFINSV.NS,7.39,7-10%,1.44
2020-03-25,GRASIM.NS,12.81,10-15%,1.18
2020-03-25,ADANIPORTS.NS,10.29,10-15%,1.77
2020-03-25,WHIRLPOOL.NS,8.31,7-10%,0.6
2020-03-25,TATACONSUM.NS,11.28,10-15%,0.97
2020-03-25,BOSCHLTD.NS,10.23,10-15%,0.82
2020-03-25,MOTHERSON.NS,8.5,7-10%,0.44
2020-03-25,GODREJPROP.NS,12.95,10-15%,1.02
2020-03-25,HDFCLIFE.NS,10.99,10-15%,1.45
2020-03-25,SBILIFE.NS,7.62,7-10%,1.13
2020-03-25,ICICIPRULI.NS,25.94,15%+,1.68
2020-03-25,MUTHOOTFIN.NS,16.73,15%+,1.32
2020-03-25,CHOLAFIN.NS,10.23,10-15%,1.25
2020-03-25,LICHSGFIN.NS,9.33,7-10%,0.99
2020-03-25,BEL.NS,7.27,7-10%,0.39
2020-03-25,HONAUT.NS,10.55,10-15%,0.91
2020-03-25,COFORGE.NS,21.98,15%+,1.3
2020-03-25,TRENT.NS,10.44,10-15%,0.66
2020-03-25,IDFCFIRSTB.NS,7.07,7-10%,0.87
2020-03-25,MANAPPURAM.NS,20.88,15%+,1.98
2020-03-25,METROPOLIS.NS,14.08,10-15%,1.58
2020-03-25,BALKRISIND.NS,14.04,10-15%,1.27
2020-03-25,GMMPFAUDLR.NS,8.06,7-10%,0.53
2020-03-25,HINDCOPPER.NS,7.51,7-10%,0.73
2020-03-25,JINDALSAW.NS,9.22,7-10%,0.67
2020-03-25,RADICO.NS,8.26,7-10%,1.14
2020-03-25,SUNTECK.NS,9.47,7-10%,0.69
2020-03-25,IGL.NS,7.18,7-10%,1.47
2020-03-25,DEEPAKNTR.NS,7.69,7-10%,0.47
2020-03-26,BHARTIARTL.NS,9.69,7-10%,1.35
2020-03-26,LT.NS,9.44,7-10%,1.42
2020-03-26,BAJFINANCE.NS,8.05,7-10%,1.24
2020-03-26,INDUSINDBK.NS,44.67,15%+,2.01
2020-03-26,MARICO.NS,7.54,7-10%,0.83
2020-03-26,HEROMOTOCO.NS,8.05,7-10%,1.16
2020-03-26,BAJAJ-AUTO.NS,8.22,7-10%,1.19
2020-03-26,BOSCHLTD.NS,7.11,7-10%,0.81
2020-03-26,DLF.NS,11.59,10-15%,1.48
2020-03-26,GODREJPROP.NS,7.9,7-10%,0.59
2020-03-26,PRESTIGE.NS,9.97,7-10%,0.21
2020-03-26,HDFCLIFE.NS,9.94,7-10%,1.44
2020-03-26,LICHSGFIN.NS,8.73,7-10%,1.72
2020-03-26,BEL.NS,7.42,7-10%,0.78
2020-03-26,OFSS.NS,7.25,7-10%,1.67
2020-03-26,TRENT.NS,11.01,10-15%,1.06
2020-03-26,FEDERALBNK.NS,9.14,7-10%,1.65
2020-03-26,BAJAJHLDNG.NS,10.0,10-15%,0.49
2020-03-26,AUROPHARMA.NS,8.32,7-10%,0.84
2020-03-26,GLENMARK.NS,8.69,7-10%,0.94
2020-03-26,ASHOKLEY.NS,24.38,15%+,2.43
2020-03-26,CEATLTD.NS,7.23,7-10%,2.03
2020-03-26,ORIENTELEC.NS,15.38,15%+,0.42
2020-03-26,GMMPFAUDLR.NS,8.54,7-10%,0.98
2020-03-26,PNCINFRA.NS,9.95,7-10%,1.15
2020-03-26,JYOTHYLAB.NS,8.3,7-10%,1.31
2020-03-26,GODFRYPHLP.NS,12.62,10-15%,1.81
2020-03-26,BRIGADE.NS,9.98,7-10%,0.09
2020-03-26,KOLTEPATIL.NS,9.19,7-10%,0.71
2020-03-26,MGL.NS,15.81,15%+,1.45
2020-03-26,GUJGASLTD.NS,10.25,10-15%,1.48
2020-03-26,PETRONET.NS,8.2,7-10%,1.25
2020-03-26,JPPOWER.NS,12.5,10-15%,6.4
2020-03-26,HEIDELBERG.NS,15.21,15%+,1.36
2020-03-26,TCI.NS,9.39,7-10%,0.75
2020-03-26,NAVINFLUOR.NS,16.49,15%+,0.7
2020-03-26,DEEPAKNTR.NS,7.24,7-10%,1.22
2020-03-26,AAVAS.NS,10.0,10-15%,1.15
2020-03-27,BEL.NS,8.61,7-10%,1.0
2020-03-27,DCBBANK.NS,9.95,7-10%,0.75
2020-03-27,BAJAJHLDNG.NS,8.33,7-10%,0.6
2020-03-27,AUROPHARMA.NS,8.54,7-10%,1.28
2020-03-27,CEATLTD.NS,9.99,7-10%,1.43
2020-03-27,SUNDRMFAST.NS,12.38,10-15%,0.81
2020-03-27,ORIENTELEC.NS,8.31,7-10%,0.45
2020-03-27,KOLTEPATIL.NS,8.46,7-10%,1.03
2020-03-27,JPPOWER.NS,11.11,10-15%,0.08
2020-03-27,TCI.NS,17.3,15%+,2.08
2020-03-27,AAVAS.NS,10.0,7-10%,0.34
2020-03-30,OFSS.NS,7.98,7-10%,0.97
2020-03-30,JPPOWER.NS,10.0,10-15%,2.75
2020-03-30,BLUEDART.NS,9.41,7-10%,0.9
2020-03-31,RELIANCE.NS,8.08,7-10%,0.92
2020-03-31,ITC.NS,7.85,7-10%,0.98
2020-03-31,TECHM.NS,7.35,7-10%,0.92
2020-03-31,ONGC.NS,7.81,7-10%,0.83
2020-03-31,HINDALCO.NS,7.77,7-10%,1.18
2020-03-31,BRITANNIA.NS,8.7,7-10%,1.03
2020-03-31,ESCORTS.NS,10.14,10-15%,1.33
2020-03-31,HONAUT.NS,7.86,7-10%,0.83
2020-03-31,IPCALAB.NS,7.36,7-10%,1.56
2020-03-31,CEATLTD.NS,14.88,10-15%,2.74
2020-03-31,ORIENTELEC.NS,11.02,10-15%,0.91
2020-03-31,PNCINFRA.NS,9.68,7-10%,0.69
2020-03-31,JINDALSAW.NS,9.96,7-10%,1.0
2020-03-31,BRIGADE.NS,7.52,7-10%,0.11
2020-03-31,IGL.NS,7.36,7-10%,1.14
2020-03-31,CESC.NS,7.47,7-10%,0.87
2020-03-31,JPPOWER.NS,9.09,7-10%,1.21
2020-03-31,TCI.NS,13.97,10-15%,5.36
2020-04-01,PRESTIGE.NS,7.79,7-10%,1.05
2020-04-01,SUPRAJIT.NS,9.95,7-10%,0.34
2020-04-01,SOBHA.NS,9.3,7-10%,1.44
2020-04-01,JPPOWER.NS,8.33,7-10%,1.28
2020-04-03,SUNPHARMA.NS,9.43,7-10%,2.57
2020-04-03,CIPLA.NS,8.57,7-10%,2.87
2020-04-03,APOLLOHOSP.NS,9.25,7-10%,1.66
2020-04-03,BAJAJHLDNG.NS,9.69,7-10%,0.35
2020-04-03,SOBHA.NS,9.84,7-10%,1.78
2020-04-03,CESC.NS,8.24,7-10%,1.8
2020-04-03,JPPOWER.NS,7.69,7-10%,0.04
2020-04-07,RELIANCE.NS,11.94,10-15%,1.06
2020-04-07,TCS.NS,7.31,7-10%,0.91
2020-04-07,HDFCBANK.NS,10.11,10-15%,1.23
2020-04-07,INFY.NS,9.1,7-10%,0.99
2020-04-07,ICICIBANK.NS,13.76,10-15%,1.06
2020-04-07,HINDUNILVR.NS,13.5,10-15%,2.25
2020-04-07,BHARTIARTL.NS,10.91,10-15%,0.93
2020-04-07,AXISBANK.NS,19.48,15%+,1.33
2020-04-07,MARUTI.NS,13.51,10-15%,1.77
2020-04-07,HCLTECH.NS,11.18,10-15%,0.82
