date,ticker,day_return,bucket,volume_ratio,fwd_1d,fwd_3d,fwd_5d,label_1d,label_3d,label_5d,pre_1d,pre_5d,pre_20d,pre_60d,atr_5,atr_20,atr_ratio,pre_range_5d,vol_event,vol_5d_ratio,vol_trend,vol_surprise,d52w_high,d52w_low,consolidation_days,price_vs_ma20,price_vs_ma50,ma20_slope
2022-10-18,BHEL.NS,8.34,7-10%,5.32,-0.95,-4.25,4.25,flat,reversal,continuation,2.27,3.28,6.33,24.83,2.383,2.021,1.179,3.67,6.98,0.9,-6.11,7.72,21.16,53.02,1.0,4.59,8.06,0.004
2022-10-18,KARURVYSYA.NS,8.61,7-10%,2.46,-2.26,-1.94,-0.22,reversal,flat,flat,1.67,3.52,0.95,79.41,1.992,3.001,0.664,2.94,2.44,0.77,4.934,3.16,16.03,111.71,1.0,3.7,14.84,-0.091
2022-10-21,AXISBANK.NS,9.03,7-10%,4.34,1.01,1.64,0.62,flat,flat,flat,-0.48,3.17,4.64,13.54,18.86,22.196,0.85,2.3,5.35,0.9,-3.424,5.94,4.59,33.78,3.0,6.96,7.42,0.517
2022-10-21,KPITTECH.NS,9.04,7-10%,3.39,0.13,3.06,-0.38,flat,continuation,flat,0.52,-2.52,-1.81,23.48,25.612,27.445,0.933,3.95,3.1,0.84,3.922,3.69,18.05,118.64,2.0,-0.97,8.04,2.481
2022-10-21,ELGIEQUIP.NS,8.95,7-10%,3.3,2.77,7.91,-1.45,flat,continuation,flat,0.24,6.98,-2.67,22.67,21.866,20.489,1.067,4.84,3.81,1.59,8.557,2.39,20.33,131.98,1.0,6.08,-2.77,-1.584
2022-10-25,BHEL.NS,7.32,7-10%,3.8,2.53,4.15,4.99,flat,continuation,continuation,1.45,-2.86,19.69,26.51,3.237,2.378,1.361,4.7,4.51,1.83,6.056,2.47,10.51,61.05,4.0,6.71,10.93,2.387
2022-10-27,RBLBANK.NS,10.14,10-15%,4.39,0.84,-1.06,-1.06,flat,flat,flat,-2.75,-3.84,10.24,34.2,5.849,5.031,1.163,4.5,5.28,1.18,10.019,4.48,44.06,66.96,1.0,1.91,3.07,0.941
2022-10-27,KARURVYSYA.NS,8.37,7-10%,3.58,-2.44,-0.55,0.65,reversal,flat,flat,1.26,2.1,15.9,59.71,3.736,3.037,1.23,5.08,4.12,1.27,3.647,3.24,9.0,129.44,5.0,9.09,18.64,2.202
2022-10-27,DCBBANK.NS,7.16,7-10%,2.53,-3.32,0.0,4.39,reversal,flat,continuation,-1.38,0.81,-4.9,12.07,3.37,4.073,0.827,3.22,2.79,1.1,1.423,2.54,16.09,49.04,5.0,-0.96,0.81,-1.444
2022-10-27,IIFL.NS,10.09,10-15%,8.61,2.43,3.97,2.44,flat,continuation,flat,0.8,2.53,1.83,3.32,10.901,10.982,0.993,2.92,13.72,0.92,1.944,14.85,8.04,38.23,4.0,2.08,3.62,-0.603
2022-10-31,NYKAA.NS,17.2,15%+,6.75,2.83,-2.14,-1.79,flat,reversal,flat,-6.28,-13.37,-23.45,-30.54,8.675,8.377,1.036,4.86,9.67,1.37,21.071,7.04,61.78,0.88,0.0,-18.05,-23.69,-3.475
2022-11-01,GODFRYPHLP.NS,7.14,7-10%,3.27,0.68,1.81,2.01,flat,flat,flat,0.95,2.32,29.32,30.63,13.954,16.988,0.821,2.77,3.88,0.51,-27.633,7.67,1.36,62.87,4.0,10.05,22.07,5.428
2022-11-01,DELHIVERY.NS,9.99,7-10%,1.34,0.22,4.86,3.9,flat,continuation,continuation,-3.17,-13.78,-40.95,-44.47,22.06,28.615,0.771,5.94,1.44,1.23,2.78,1.16,51.38,0.85,0.0,-32.05,-36.9,-7.565
2022-11-03,RAYMOND.NS,7.22,7-10%,2.2,2.98,-2.54,-4.13,flat,reversal,reversal,-2.58,4.24,10.08,21.44,57.768,62.655,0.922,4.97,2.41,0.69,4.466,3.49,8.81,164.13,3.0,1.77,9.26,2.795
2022-11-03,M&MFIN.NS,13.58,10-15%,8.15,-0.82,0.5,0.89,flat,flat,flat,-2.3,-6.68,-3.39,-0.64,5.388,6.578,0.819,2.87,9.7,0.62,4.029,15.62,17.65,53.85,1.0,-5.57,-6.31,1.864
2022-11-04,DCBBANK.NS,7.25,7-10%,3.21,-1.09,-2.5,0.33,flat,reversal,flat,3.57,7.97,6.63,32.19,4.804,4.275,1.124,4.62,3.72,1.2,3.828,3.09,6.13,66.72,0.0,9.19,9.75,1.362
2022-11-04,JKLAKSHMI.NS,8.98,7-10%,7.25,6.16,4.09,3.03,continuation,continuation,continuation,-0.9,4.59,0.13,23.81,23.193,19.169,1.21,4.14,11.03,2.03,24.513,5.44,16.01,58.68,2.0,3.4,4.54,-0.069
2022-11-07,BRITANNIA.NS,8.81,7-10%,8.62,0.87,-0.98,0.0,flat,flat,flat,1.34,1.0,0.49,4.76,60.964,58.548,1.041,1.69,14.06,1.0,-1.358,14.0,3.68,26.88,30.0,0.87,1.61,-0.169
2022-11-07,BANKBARODA.NS,9.55,7-10%,5.05,5.02,2.15,2.9,continuation,flat,flat,-2.43,-2.13,6.84,22.24,3.857,4.1,0.941,2.97,6.4,0.91,-3.429,7.0,4.78,93.25,5.0,2.74,5.97,2.116
2022-11-09,PNB.NS,7.41,7-10%,3.2,-2.0,-2.22,-1.78,flat,reversal,flat,0.12,4.36,14.5,26.82,1.889,1.553,1.217,4.95,3.73,1.21,0.118,3.08,6.58,52.48,2.0,5.4,9.04,2.451
2022-11-09,UNIONBANK.NS,9.39,7-10%,4.26,4.37,1.09,3.12,continuation,flat,continuation,5.97,11.31,33.37,51.1,2.416,1.743,1.386,4.53,5.33,1.32,5.102,4.02,1.01,84.49,0.0,19.19,27.01,4.527
2022-11-11,NYKAA.NS,10.41,10-15%,2.67,1.8,-11.26,-7.43,flat,reversal,reversal,6.53,0.12,-9.87,-19.25,13.22,10.624,1.244,6.95,3.06,1.27,-2.284,2.41,56.11,15.85,0.0,-0.77,-9.61,-2.94
2022-11-14,MANAPPURAM.NS,7.22,7-10%,5.04,0.34,-0.39,-4.5,flat,flat,reversal,2.64,4.51,7.24,2.84,3.617,2.825,1.28,3.56,6.38,1.96,27.237,3.26,50.27,34.44,3.0,4.06,6.45,1.146
2022-11-14,RAYMOND.NS,7.23,7-10%,1.73,-0.11,3.29,-0.95,flat,continuation,flat,-0.52,-6.91,-2.07,28.37,54.199,59.799,0.906,4.35,1.66,1.12,-2.507,1.48,9.25,145.5,2.0,1.89,8.77,1.049
2022-11-18,IFBIND.NS,16.05,15%+,13.59,-4.89,-7.86,-9.99,reversal,reversal,reversal,-0.97,-2.43,0.08,-12.11,29.25,29.485,0.992,3.09,41.34,0.6,-5.309,68.8,29.72,16.81,4.0,-0.69,-2.01,0.061
2022-11-18,POLICYBZR.NS,8.3,7-10%,3.24,2.27,-0.5,14.45,flat,flat,continuation,-1.56,-6.95,-13.02,-29.15,27.82,21.41,1.299,7.14,3.86,3.22,29.195,1.2,74.72,4.31,1.0,-4.23,-17.03,-2.831
2022-11-21,ESCORTS.NS,8.13,7-10%,6.6,0.74,-0.48,3.31,flat,flat,continuation,0.77,2.04,2.05,15.62,47.733,48.824,0.978,2.42,9.67,1.0,-8.234,9.66,7.27,55.42,7.0,1.41,0.28,0.435
2022-11-24,POLICYBZR.NS,7.89,7-10%,3.19,6.61,6.56,6.71,continuation,continuation,continuation,-0.14,7.76,4.2,-21.82,26.44,22.195,1.191,6.44,3.77,1.26,-23.652,2.99,72.67,12.41,3.0,3.03,-9.06,0.171
2022-11-25,BHEL.NS,9.56,7-10%,3.46,-0.67,2.14,10.49,flat,flat,continuation,-0.2,5.72,2.61,27.16,2.195,2.349,0.934,2.98,3.82,0.75,-5.281,5.1,3.42,81.83,2.0,1.6,12.39,1.85
2022-11-25,RATEGAIN.NS,7.54,7-10%,2.87,-2.45,-5.1,0.92,reversal,reversal,flat,0.48,-0.42,2.14,-3.13,10.33,12.205,0.846,3.61,3.31,0.56,2.327,5.89,45.81,21.06,1.0,0.24,0.8,-0.232
2022-11-28,TANLA.NS,10.97,10-15%,12.45,-3.61,-3.46,-1.78,reversal,reversal,flat,0.7,-0.07,0.17,2.44,11.761,15.357,0.766,1.69,31.33,0.69,-2.518,45.69,64.45,27.53,11.0,-1.43,-3.97,-0.778
2022-11-28,MSTCLTD.NS,19.99,15%+,8.87,-2.36,-1.73,-2.79,reversal,flat,reversal,2.06,-0.81,9.11,6.35,11.377,9.76,1.166,4.7,15.04,0.63,-7.677,23.77,24.34,30.34,13.0,2.52,6.17,2.045
2022-11-30,VBL.NS,9.04,7-10%,9.16,1.16,8.25,4.73,flat,continuation,continuation,-3.14,-1.58,3.54,11.1,8.308,10.309,0.806,3.52,15.06,0.72,-0.706,20.93,7.04,110.88,0.0,0.64,4.57,2.166
2022-12-02,PAYTM.NS,7.16,7-10%,1.85,-2.53,-5.04,1.42,reversal,reversal,flat,4.02,7.71,-22.08,-29.37,26.48,27.83,0.951,4.74,2.03,1.39,0.9,1.46,72.32,14.3,0.0,-9.73,-19.41,-5.44
2022-12-02,RAYMOND.NS,17.47,15%+,10.0,-1.73,-4.47,-8.53,flat,reversal,reversal,0.41,3.54,8.79,40.58,35.078,57.356,0.612,2.58,17.69,0.53,-2.041,33.65,2.17,138.43,1.0,5.58,14.83,2.583
2022-12-02,RADICO.NS,7.06,7-10%,4.45,-2.09,-5.8,-3.94,reversal,reversal,reversal,0.0,0.79,-0.65,2.99,21.299,35.08,0.607,2.02,5.55,0.52,-11.77,10.59,17.9,46.9,6.0,3.59,1.48,0.25
2022-12-05,JKLAKSHMI.NS,10.26,10-15%,5.11,-1.88,3.27,4.42,flat,continuation,continuation,4.76,10.67,19.47,49.81,28.558,26.455,1.079,4.02,5.65,1.36,20.391,4.15,0.33,106.61,0.0,12.6,23.9,4.468
2022-12-06,PNCINFRA.NS,9.39,7-10%,8.57,-3.16,-2.66,-1.25,reversal,reversal,flat,-4.55,-0.65,1.41,-7.29,16.174,9.625,1.68,6.0,14.5,1.61,10.231,8.98,16.15,21.75,0.0,-0.34,0.69,0.791
2022-12-08,KARURVYSYA.NS,9.69,7-10%,3.9,-2.52,-1.08,1.71,reversal,flat,flat,0.1,1.15,5.97,34.62,2.948,3.153,0.935,3.58,4.48,1.31,11.706,3.44,4.62,150.63,14.0,-0.05,7.5,-0.16
2022-12-08,KEC.NS,10.43,10-15%,8.47,-1.82,2.01,-0.07,flat,flat,flat,2.79,4.12,6.04,-2.01,10.366,11.702,0.886,2.45,14.17,1.03,11.09,13.71,20.08,27.1,1.0,3.61,2.11,-0.179
2022-12-09,PAYTM.NS,7.16,7-10%,1.48,-2.91,-2.83,-3.05,reversal,reversal,reversal,-0.33,-5.35,-19.59,-30.92,22.72,29.255,0.777,4.1,1.59,0.74,-13.099,2.15,69.75,15.93,3.0,-3.01,-16.03,-4.693
2022-12-12,IRFC.NS,7.57,7-10%,0.91,1.2,-1.5,-1.65,flat,flat,flat,-3.57,-7.73,29.03,44.01,1.336,1.717,0.778,4.35,0.95,0.49,-24.587,1.93,16.31,70.5,0.0,1.41,23.52,5.784
2022-12-12,JPPOWER.NS,10.67,10-15%,3.84,-4.82,-3.61,-1.81,reversal,reversal,flat,-1.96,-6.83,0.67,-10.18,0.35,0.297,1.176,4.51,4.63,1.12,-5.694,4.12,32.74,61.29,1.0,-0.96,-1.37,0.431
2022-12-13,TATACOMM.NS,7.06,7-10%,6.74,-0.58,-4.71,-4.72,flat,reversal,reversal,0.68,-1.2,-4.2,3.07,31.769,32.802,0.969,2.54,9.71,0.75,-14.483,12.93,18.0,49.17,4.0,-1.42,1.74,-0.653
2022-12-13,UNIONBANK.NS,7.02,7-10%,1.64,0.59,-9.65,-10.56,flat,reversal,reversal,4.66,-0.62,38.83,88.59,5.597,3.833,1.46,7.11,1.75,1.18,3.295,1.47,4.0,176.02,0.0,10.78,41.66,5.613
2022-12-13,INDIANB.NS,9.17,7-10%,4.35,1.94,0.05,1.29,flat,flat,flat,-1.23,-8.04,-0.48,31.46,11.816,8.851,1.335,4.66,5.29,1.29,5.724,4.1,10.53,114.45,1.0,-2.51,9.63,1.31
2022-12-20,IRFC.NS,8.52,7-10%,1.3,-9.4,-21.88,-9.96,reversal,reversal,reversal,2.34,-2.81,13.47,57.83,1.194,1.767,0.676,3.47,1.3,0.43,-3.869,3.03,11.46,80.39,2.0,0.58,23.33,3.51
2022-12-20,INOXWIND.NS,7.33,7-10%,2.61,-3.57,-10.61,-6.79,reversal,reversal,reversal,-2.4,-5.39,-9.71,-23.44,0.923,1.244,0.742,3.25,2.84,0.73,-6.967,3.9,31.36,45.56,1.0,-8.34,-18.0,-0.793
2022-12-21,THYROCARE.NS,15.16,15%+,15.71,-10.99,-11.29,-11.99,reversal,reversal,reversal,-0.27,-1.1,-0.58,-11.42,2.126,3.733,0.57,1.13,55.05,0.79,-2.518,69.85,45.16,1.43,7.0,-2.27,-4.78,-0.273
2022-12-21,GLENMARK.NS,7.61,7-10%,4.95,-0.91,-3.49,-4.33,flat,reversal,reversal,-1.8,-6.89,-3.8,6.38,12.068,12.174,0.991,2.85,6.33,1.06,-0.857,5.98,22.47,18.19,2.0,-4.47,-1.71,0.082
2022-12-21,METROPOLIS.NS,7.01,7-10%,4.57,-2.85,-4.86,-3.67,reversal,reversal,reversal,-0.34,-6.64,-10.86,-12.27,8.923,9.365,0.953,2.75,5.75,1.7,9.22,3.38,64.07,1.1,2.0,-8.98,-15.55,-2.031
2022-12-26,MOTHERSON.NS,7.17,7-10%,1.07,2.44,3.84,5.58,flat,continuation,continuation,-3.04,-5.17,-8.48,-6.08,1.417,1.228,1.154,2.94,1.11,1.45,11.416,0.76,50.13,8.25,0.0,-7.29,-3.97,-0.849
2022-12-26,IRFC.NS,8.98,7-10%,1.07,5.77,7.74,8.4,continuation,continuation,continuation,-10.88,-15.22,-16.99,35.07,3.06,2.148,1.424,9.94,1.0,0.93,3.625,1.08,24.93,52.93,0.0,-15.52,1.2,0.942
2022-12-26,RAYMOND.NS,7.05,7-10%,1.0,-2.14,-1.74,3.32,reversal,flat,continuation,-6.32,-14.14,1.92,37.15,91.166,79.23,1.151,6.08,1.04,0.56,-4.294,1.86,17.54,126.28,0.0,-8.04,2.29,2.192
2022-12-26,PNB.NS,7.65,7-10%,1.17,1.31,3.55,6.82,flat,continuation,continuation,-7.53,-11.33,-6.93,42.61,2.81,2.375,1.183,5.66,1.18,0.97,0.543,1.22,19.84,81.08,0.0,-10.12,3.63,0.834
2022-12-26,UNIONBANK.NS,18.8,15%+,2.01,3.12,-2.8,1.43,continuation,reversal,flat,-11.29,-20.62,-14.98,60.26,6.017,4.836,1.244,8.68,2.16,1.0,-1.803,2.16,29.93,112.84,0.0,-19.64,-2.17,0.065
2022-12-26,IIFL.NS,7.53,7-10%,0.91,-0.85,0.93,0.03,flat,flat,flat,-7.28,-11.45,-7.98,26.06,29.612,21.064,1.406,6.13,0.93,0.83,-7.107,1.12,14.84,68.09,0.0,-7.93,1.76,0.408
2022-12-26,TATAELXSI.NS,7.11,7-10%,2.73,2.86,0.06,0.76,flat,flat,flat,-3.52,-8.12,-14.11,-30.69,164.285,126.981,1.294,2.72,3.05,1.16,7.989,2.63,45.75,8.23,0.0,-11.98,-15.59,-1.888
2022-12-26,GODFRYPHLP.NS,8.32,7-10%,0.92,1.53,5.64,11.13,flat,continuation,continuation,-8.32,-16.57,-4.3,47.11,49.92,30.829,1.619,8.37,0.95,1.08,-14.821,0.88,20.61,82.9,0.0,-10.92,-2.34,0.855
2022-12-26,JPPOWER.NS,8.09,7-10%,0.63,0.0,0.68,4.76,flat,flat,continuation,-7.48,-16.56,-10.53,-6.21,0.62,0.475,1.305,7.95,0.63,1.07,-8.974,0.59,39.01,40.21,0.0,-12.88,-11.09,0.096
2022-12-26,TCI.NS,7.06,7-10%,1.12,2.68,1.46,1.28,flat,flat,flat,-5.23,-8.2,-12.66,-23.55,26.887,20.575,1.307,4.61,1.13,1.04,11.198,1.08,32.32,9.96,0.0,-11.55,-15.41,-1.008
2023-01-02,PNCINFRA.NS,7.39,7-10%,2.83,-0.66,-1.71,1.47,flat,flat,flat,2.76,2.23,8.34,5.58,11.058,14.92,0.741,3.7,3.23,0.89,6.171,3.64,9.16,31.9,4.0,1.68,5.99,0.777
2023-01-12,RATEGAIN.NS,7.82,7-10%,4.07,-2.93,0.87,4.05,reversal,flat,continuation,4.73,12.28,10.79,15.65,15.45,12.947,1.193,4.85,4.88,2.1,38.005,2.32,36.32,42.26,0.0,13.6,13.86,0.859
2023-01-13,KOLTEPATIL.NS,17.51,15%+,13.02,-2.6,-5.39,-0.81,reversal,reversal,flat,0.96,-1.76,-11.48,-30.17,7.247,10.172,0.712,2.81,36.53,0.63,-7.518,58.16,31.78,23.01,4.0,-3.1,-11.55,-2.749
2023-01-16,ADANIGREEN.NS,9.09,7-10%,5.3,3.65,-6.48,-7.56,continuation,reversal,reversal,1.37,1.28,-7.1,-10.44,48.5,73.447,0.66,2.47,7.05,0.75,-3.897,9.37,37.19,33.77,4.0,0.25,-4.72,-1.37
2023-01-17,IIFL.NS,8.96,7-10%,8.42,-1.23,-4.56,-8.74,flat,reversal,reversal,-0.9,0.94,-7.69,33.24,15.638,19.616,0.797,3.29,13.33,0.69,0.52,19.39,9.15,75.35,5.0,-0.21,1.68,-0.947
2023-01-19,PERSISTENT.NS,7.54,7-10%,5.81,1.53,7.75,8.15,flat,continuation,continuation,-0.43,-0.47,1.6,3.4,52.324,53.232,0.983,2.66,7.87,1.12,1.635,7.04,19.81,28.06,13.0,0.77,0.23,0.211
2023-01-24,NYKAA.NS,7.7,7-10%,4.04,-3.8,-0.37,2.08,reversal,flat,flat,-1.93,-6.41,-16.67,-35.07,7.68,5.755,1.334,5.95,4.97,2.29,20.312,2.17,63.75,3.36,1.0,-14.62,-22.82,-2.978
2023-01-24,ROUTE.NS,7.67,7-10%,13.83,1.39,-5.29,-1.51,flat,reversal,flat,-2.9,-4.82,-5.59,-12.61,37.188,29.834,1.246,3.29,43.37,2.32,38.64,18.71,39.2,8.99,2.0,-4.63,-9.16,-0.51
2023-01-31,IIFL.NS,9.22,7-10%,2.35,1.28,-1.25,-6.25,flat,flat,reversal,2.05,-1.56,-1.32,14.37,19.601,17.932,1.093,4.23,2.63,0.8,-32.385,3.31,9.79,74.46,4.0,-1.41,-1.54,-0.294
2023-01-31,KPITTECH.NS,7.56,7-10%,3.01,-2.66,2.03,2.09,reversal,flat,flat,1.71,1.65,1.8,2.06,22.633,20.974,1.079,3.27,3.49,0.73,3.6,4.79,7.18,61.6,15.0,1.43,1.14,0.094
2023-01-31,SUNTECK.NS,7.89,7-10%,1.04,-6.0,-5.18,-8.28,reversal,reversal,reversal,-1.3,-8.06,-1.02,-14.32,14.77,11.288,1.308,4.1,1.05,0.53,-10.508,1.97,37.6,7.62,1.0,-5.07,-7.41,1.301
2023-02-02,JINDALSAW.NS,7.33,7-10%,2.06,-2.51,0.6,4.46,reversal,flat,continuation,-0.76,12.76,15.7,48.74,4.215,2.697,1.563,6.94,2.21,1.75,16.644,1.27,5.37,69.25,2.0,8.1,19.02,2.713
2023-02-03,AAVAS.NS,7.37,7-10%,3.19,-0.47,-0.4,1.23,flat,flat,flat,1.06,-1.52,7.49,-7.41,52.34,56.71,0.923,2.72,3.7,0.66,-6.634,5.59,44.27,9.59,16.0,1.58,-0.7,0.435
2023-02-03,ADANIPORTS.NS,7.87,7-10%,3.8,9.34,20.13,17.06,continuation,continuation,continuation,-6.6,-22.53,-43.58,-48.24,114.492,43.453,2.635,21.33,4.65,3.3,51.991,1.41,53.19,9.06,0.0,-36.39,-42.77,-7.055
2023-02-03,MAHLIFE.NS,8.8,7-10%,3.68,5.16,1.62,5.25,continuation,flat,continuation,-0.03,0.97,-3.87,-12.76,16.051,12.381,1.297,4.7,4.48,0.35,-62.29,12.93,36.58,41.45,5.0,-2.14,-4.67,-0.99
2023-02-06,ADANIPORTS.NS,9.34,7-10%,1.51,1.41,6.76,1.51,flat,continuation,flat,7.87,-16.44,-38.12,-44.23,101.897,47.731,2.135,20.36,1.62,2.91,46.614,0.56,49.5,26.26,0.0,-29.83,-37.68,-7.802
2023-02-06,M&MFIN.NS,7.49,7-10%,6.33,2.14,3.27,-0.42,flat,continuation,flat,2.44,8.0,4.19,9.8,10.353,6.575,1.575,4.68,8.52,1.67,17.5,5.1,1.71,93.58,1.0,4.27,5.13,0.061
2023-02-06,ELGIEQUIP.NS,8.31,7-10%,4.95,-2.79,6.51,6.95,reversal,continuation,continuation,0.22,5.34,-7.25,-24.65,16.682,13.426,1.242,4.45,6.41,1.51,10.331,4.24,32.81,53.48,3.0,-2.34,-13.07,-1.63
2023-02-07,ADANIENT.NS,14.64,10-15%,1.88,20.04,2.44,-2.95,continuation,flat,reversal,-0.89,-47.12,-59.21,-60.9,588.26,271.82,2.164,32.69,2.06,2.64,39.219,0.78,62.47,54.57,2.0,-49.3,-56.18,-11.99
2023-02-08,ADANIPORTS.NS,8.33,7-10%,1.07,-2.83,-7.6,-5.04,reversal,reversal,reversal,1.41,11.71,-30.54,-39.01,101.701,52.26,1.946,20.73,1.13,2.44,18.745,0.46,44.0,40.0,1.0,-19.21,-29.74,-8.01
2023-02-08,ADANIENT.NS,20.04,15%+,1.74,-11.02,-20.64,-17.8,reversal,reversal,reversal,14.64,-15.57,-50.56,-55.57,639.437,290.205,2.203,36.42,1.87,2.55,27.044,0.74,56.97,77.2,0.0,-39.89,-49.18,-12.804
2023-02-08,PAYTM.NS,14.84,10-15%,4.57,4.44,-3.25,-5.31,continuation,reversal,reversal,5.43,12.36,2.27,-6.05,46.62,28.85,1.616,7.6,5.73,1.28,21.306,4.47,40.21,34.28,0.0,8.07,10.73,0.188
2023-02-09,TRENT.NS,8.56,7-10%,4.71,-0.98,-1.59,1.58,flat,flat,flat,1.89,2.1,2.09,-11.38,32.825,34.843,0.942,2.69,5.87,0.6,-13.776,9.79,21.07,26.22,5.0,2.55,-5.73,-0.234
2023-02-09,CUMMINSIND.NS,7.06,7-10%,6.69,1.42,1.36,4.18,flat,flat,continuation,1.91,1.7,1.74,7.87,36.378,35.787,1.017,2.63,9.74,0.84,-1.277,11.57,5.01,66.83,4.0,2.24,2.51,0.228
2023-02-10,NCLIND.NS,7.29,7-10%,8.5,-1.53,0.23,0.54,flat,flat,flat,-0.18,3.88,-6.32,-8.66,3.735,4.906,0.761,2.39,12.88,0.83,-5.676,15.58,21.25,6.33,2.0,-1.25,-4.46,-1.185
2023-02-15,TORNTPOWER.NS,10.37,10-15%,11.31,1.01,1.4,2.68,flat,flat,flat,-0.09,1.01,-5.29,-13.78,8.096,13.617,0.595,1.94,25.62,0.65,0.599,39.49,25.08,10.05,6.0,0.22,-5.68,-1.257
2023-02-16,HAL.NS,7.37,7-10%,3.19,-0.98,-1.62,-4.67,flat,flat,reversal,0.62,3.09,1.97,-8.68,32.519,38.255,0.85,2.79,3.66,1.14,1.081,3.22,11.71,102.58,2.0,1.31,-1.35,-0.096
2023-02-16,TANLA.NS,8.04,7-10%,8.93,3.43,-0.97,-1.0,continuation,flat,flat,-1.76,-3.65,-15.15,-17.4,17.246,20.766,0.83,2.92,15.51,0.84,-2.133,18.38,64.88,4.48,2.0,-6.15,-12.77,-3.1
2023-02-23,RAYMOND.NS,7.42,7-10%,2.51,-1.71,-3.58,-2.38,flat,reversal,reversal,-4.87,-7.71,-19.39,-10.02,54.596,68.588,0.796,4.12,2.73,0.8,-3.842,3.41,25.34,90.91,0.0,-10.42,-14.54,-3.062
2023-02-24,POLICYBZR.NS,10.59,10-15%,3.86,-4.75,-0.36,3.68,reversal,flat,continuation,1.0,7.58,29.9,13.13,25.42,28.52,0.891,5.03,4.69,0.73,-17.983,6.43,36.79,46.42,1.0,10.38,13.21,3.8
2023-02-28,ADANIENT.NS,14.27,10-15%,2.19,14.7,37.81,49.55,continuation,continuation,continuation,-9.28,-24.03,-59.87,-69.63,141.952,308.935,0.459,10.45,2.37,0.61,0.001,3.85,71.52,17.3,0.0,-31.46,-58.79,-17.109
2023-02-28,ELGIEQUIP.NS,9.04,7-10%,2.88,1.92,0.03,-0.26,flat,flat,flat,-3.33,-6.59,12.92,-12.68,18.136,20.845,0.87,4.1,3.04,0.42,-5.73,7.18,24.26,73.01,0.0,0.17,2.46,3.776
2023-03-01,ADANIENT.NS,14.7,10-15%,1.27,2.75,26.76,24.86,flat,continuation,continuation,14.27,-2.92,-36.13,-66.17,184.095,314.6,0.585,13.71,1.3,0.94,11.67,1.39,67.45,34.05,0.0,-17.89,-52.0,-16.912
2023-03-03,ADANIENT.NS,16.94,15%+,1.59,5.5,3.92,-0.27,continuation,continuation,flat,2.75,22.16,1.29,-60.07,219.301,241.264,0.909,15.02,1.48,1.3,16.834,1.14,61.64,57.97,1.0,-1.67,-41.42,-10.508
2023-03-03,UNIONBANK.NS,8.3,7-10%,4.2,-0.28,-0.21,-4.35,flat,flat,reversal,-0.67,0.0,-9.54,-24.46,1.769,1.946,0.909,2.9,4.75,1.3,11.128,3.65,30.65,110.64,6.0,-5.1,-11.55,-2.292
2023-03-03,ADANIPORTS.NS,9.91,7-10%,2.25,0.89,1.84,-0.5,flat,flat,flat,3.45,11.45,24.87,-30.24,32.737,39.829,0.822,5.57,2.0,0.77,7.161,2.6,36.94,57.66,0.0,9.22,-8.72,1.896
2023-03-03,RPOWER.NS,9.18,7-10%,5.61,0.0,4.67,0.47,flat,continuation,flat,-2.0,-2.97,-16.6,-38.17,0.54,0.502,1.075,5.23,7.11,1.38,7.735,5.16,60.8,1.03,3.0,-10.05,-22.69,-4.367
2023-03-06,APTUS.NS,18.63,15%+,11.6,-6.04,-10.53,-12.53,reversal,reversal,reversal,-1.66,-3.94,-14.25,-22.92,6.005,7.159,0.839,2.62,26.66,0.91,0.278,29.39,39.44,8.13,3.0,-8.26,-15.17,-2.933
2023-03-06,MGL.NS,8.72,7-10%,8.62,0.14,0.04,-0.44,flat,flat,flat,0.88,3.81,3.99,5.28,15.778,20.063,0.786,1.88,13.97,0.85,4.357,16.36,2.66,40.44,3.0,1.9,4.87,1.008
2023-03-08,RPOWER.NS,9.35,7-10%,2.81,-4.27,-8.12,-8.12,reversal,reversal,reversal,0.0,9.18,-8.15,-32.92,0.66,0.525,1.257,6.18,3.17,2.03,27.42,1.56,57.2,10.31,1.0,-0.72,-14.73,-3.036
2023-03-09,INOXWIND.NS,7.46,7-10%,2.19,-2.9,-9.63,-15.17,reversal,reversal,reversal,0.88,2.63,15.92,-5.86,1.222,1.159,1.055,4.54,2.34,1.02,-7.543,2.3,31.71,44.83,4.0,9.28,7.19,3.279
2023-03-15,KPITTECH.NS,8.84,7-10%,4.21,-3.73,4.99,5.61,reversal,continuation,continuation,-1.79,-5.31,-6.71,9.84,22.417,25.798,0.869,2.84,4.95,0.72,-1.866,6.87,11.15,77.68,1.0,-6.04,1.25,-0.44
2023-03-29,ADANIPORTS.NS,7.29,7-10%,1.13,-0.75,0.02,2.41,flat,flat,flat,-5.67,-9.7,0.16,-27.84,26.788,32.059,0.836,4.36,1.1,0.52,-0.904,2.11,39.93,50.19,0.0,-9.95,-6.36,2.294
2023-03-29,ADANIENT.NS,8.72,7-10%,0.84,0.58,-2.44,3.27,flat,reversal,continuation,-7.09,-11.82,17.38,-58.32,92.033,152.52,0.603,5.43,0.75,0.43,-2.47,1.74,61.79,57.34,0.0,-10.47,-23.25,4.567
2023-03-29,RAYMOND.NS,7.48,7-10%,4.89,2.51,3.07,8.08,flat,continuation,continuation,-5.86,-12.06,-12.75,-26.03,48.273,41.437,1.165,3.88,6.05,1.29,14.923,4.68,32.53,55.35,0.0,-12.06,-17.29,-1.23
