date,ticker,day_return,bucket,volume_ratio,fwd_1d,fwd_3d,fwd_5d,label_1d,label_3d,label_5d,pre_1d,pre_5d,pre_20d,pre_60d,atr_5,atr_20,atr_ratio_x,pre_range_5d,vol_event,vol_5d_ratio,vol_trend,vol_surprise,d52w_high,d52w_low,consolidation_days,price_vs_ma20,price_vs_ma50,ma20_slope,event_type,kmeans_cluster,entry_price,trader_ret_3d,trader_ret_5d,trader_label_3d,trader_label_5d,clv,imom,atr_ratio_y,structure,intraday_score,event_gap,intraday_move,is_intraday_squeeze,atr_ratio_event,vol_ratio_event,vol_sweet_spot,consec_up_days,is_early_move,body_ratio,upper_wick_ratio,lower_wick_ratio,target_hit,stop_hit
2019-10-29,MOTHERSON.NS,8.78,7-10%,2.86,-0.29,-0.24,3.18,flat,flat,continuation,1.53,8.68,3.44,2.3,1.201,1.182,1.016,3.86,3.18,0.94,-8.083,3.37,35.46,23.71,2.0,8.72,9.88,-0.518,D_DeadCat,3,31.312219619750977,0.04,3.48,flat,profit,0.722,0.677,2.88,weak,2,0.8,7.92,1.0,2.88,3.18,1.0,1.0,1.0,0.677,0.278,0.045,False,True
2019-10-30,BHEL.NS,9.48,7-10%,2.57,-3.99,-4.24,-5.69,reversal,reversal,reversal,4.06,-0.09,7.6,-7.03,2.743,2.948,0.931,5.17,2.89,0.9,-9.468,3.19,30.14,30.27,0.0,13.18,10.09,0.232,E_Mixed,3,55.80218505859375,-0.27,-1.77,flat,loss,0.267,0.267,1.0,weak,1,7.99,1.38,0.0,1.0,2.89,1.0,2.0,1.0,0.267,0.733,0.0,False,True
2019-10-30,MSTCLTD.NS,7.25,7-10%,5.2,5.9,11.57,17.05,continuation,continuation,continuation,-0.25,1.4,4.26,13.05,4.551,3.967,1.147,5.91,6.77,0.81,-22.055,8.32,18.76,33.93,9.0,2.89,8.44,-0.821,E_Mixed,3,87.86737060546875,5.35,10.52,profit,profit,0.87,0.725,1.37,mixed,3,2.15,5.0,0.0,1.37,6.77,0.0,0.0,1.0,0.725,0.13,0.145,True,False
2019-10-31,SBIN.NS,7.76,7-10%,2.57,0.37,2.18,1.84,flat,flat,flat,3.3,10.44,7.05,-11.49,13.333,10.507,1.269,5.28,2.81,1.24,5.891,2.26,22.45,18.64,0.0,9.46,5.25,-0.226,B_MomentumRun,3,284.1951599121094,1.8,1.47,profit,profit,0.784,0.76,2.16,mixed,3,1.19,6.49,1.0,2.16,2.81,1.0,1.0,1.0,0.76,0.216,0.024,False,False
2019-10-31,TATACONSUM.NS,8.65,7-10%,6.97,-3.8,-5.21,-5.09,reversal,reversal,reversal,2.95,3.79,5.71,16.84,6.8,6.994,0.972,2.43,10.16,1.09,9.155,9.36,1.1,66.57,1.0,5.58,7.7,0.332,C_Shock,3,288.8144226074219,-1.46,-1.34,loss,loss,0.922,0.748,4.89,mixed,4,-0.6,9.31,1.0,4.89,10.16,0.0,3.0,0.0,0.748,0.078,0.175,False,True
2019-10-31,RBLBANK.NS,7.51,7-10%,1.43,0.11,-3.55,-0.53,flat,reversal,flat,4.36,14.6,-12.29,-27.65,16.518,28.761,0.574,6.32,1.49,0.54,-8.788,2.74,59.57,25.11,0.0,1.94,-12.53,-7.377,A_ColdBreakout,1,302.5412292480469,-3.66,-0.64,loss,flat,0.658,0.484,1.48,weak,2,0.19,7.3,1.0,1.48,1.49,0.0,2.0,1.0,0.484,0.342,0.174,True,True
2019-11-04,RPOWER.NS,8.96,7-10%,0.51,9.59,26.03,26.03,continuation,continuation,continuation,0.0,-4.29,31.37,-4.29,0.28,0.298,0.941,8.02,0.49,0.58,-14.455,0.85,89.76,86.11,3.0,24.19,14.69,7.256,D_DeadCat,3,4.0,15.0,15.0,profit,profit,1.0,1.0,0.67,mixed,4,2.99,5.8,0.0,0.67,0.49,0.0,0.0,1.0,1.0,0.0,0.0,True,False
2019-11-05,VBL.NS,11.06,10-15%,5.73,7.58,5.65,1.31,continuation,continuation,flat,2.05,1.55,2.27,2.25,1.359,1.582,0.859,2.44,7.93,1.22,-2.01,6.49,5.86,39.38,5.0,1.38,0.85,0.006,E_Mixed,3,65.92500305175781,-1.79,-5.83,loss,loss,0.699,0.699,4.65,weak,2,1.74,9.16,1.0,4.65,7.93,0.0,1.0,1.0,0.699,0.301,0.0,True,False
2019-11-05,RPOWER.NS,9.59,7-10%,1.69,10.0,20.0,10.0,continuation,continuation,continuation,8.96,8.96,48.98,-2.67,0.28,0.293,0.957,7.69,1.78,0.62,-18.328,2.87,88.84,102.78,0.0,32.61,24.79,7.73,D_DeadCat,0,4.400000095367432,9.09,0.0,profit,flat,1.0,0.0,1.03,weak,2,9.59,0.0,0.0,1.03,1.78,1.0,1.0,1.0,0.0,0.0,1.0,True,True
2019-11-06,VBL.NS,7.58,7-10%,5.45,0.15,0.83,-3.89,flat,flat,reversal,11.06,13.42,14.8,18.53,2.841,1.934,1.469,4.51,7.45,1.85,20.586,4.02,3.49,54.8,0.0,11.84,11.79,0.883,B_MomentumRun,0,66.02542877197266,0.67,-4.04,flat,loss,0.649,0.595,3.69,weak,2,0.66,6.88,1.0,3.69,7.45,0.0,2.0,1.0,0.595,0.351,0.054,True,False
2019-11-06,RPOWER.NS,10.0,10-15%,1.11,4.55,4.55,-4.55,continuation,continuation,reversal,9.59,21.21,66.67,9.59,0.27,0.295,0.915,6.8,1.15,0.8,-10.042,1.44,87.77,122.22,0.0,41.34,36.1,8.846,E_Mixed,0,4.599999904632568,0.0,-8.7,flat,loss,1.0,0.4,1.69,weak,2,5.0,4.76,0.0,1.69,1.15,0.0,2.0,1.0,0.4,0.0,0.6,True,False
2019-11-07,RAYMOND.NS,7.24,7-10%,5.14,20.0,17.57,10.2,continuation,continuation,continuation,5.03,8.21,4.2,-0.96,21.227,24.621,0.862,3.48,5.11,0.99,10.211,5.15,28.78,17.71,0.0,6.27,8.76,1.689,E_Mixed,3,800.7296752929688,-2.02,-8.17,loss,loss,0.837,0.836,1.91,mixed,3,0.97,6.21,1.0,1.91,5.11,0.0,1.0,1.0,0.836,0.163,0.001,True,False
2019-11-07,NEWGEN.NS,8.57,7-10%,1.12,0.59,-7.82,-6.28,flat,reversal,reversal,1.22,5.35,-30.37,-37.02,3.984,5.599,0.712,4.59,1.18,0.72,-13.654,1.63,49.45,13.75,1.0,-15.31,-26.55,-7.051,A_ColdBreakout,1,97.12106323242188,-8.36,-6.84,loss,loss,0.866,0.806,1.69,mixed,3,0.0,8.57,1.0,1.69,1.18,0.0,2.0,1.0,0.806,0.134,0.061,True,False
2019-11-07,MSTCLTD.NS,19.98,15%+,8.91,0.47,18.35,8.55,flat,continuation,continuation,2.72,10.52,33.73,45.36,7.333,4.933,1.487,7.87,15.97,2.76,39.002,5.78,3.42,68.13,1.0,20.33,30.04,5.801,B_MomentumRun,0,117.06429290771484,17.79,8.03,profit,profit,1.0,0.905,4.15,mixed,4,0.9,18.91,1.0,4.15,15.97,0.0,2.0,1.0,0.905,0.0,0.095,True,False
2019-11-08,RAYMOND.NS,20.0,15%+,9.3,-7.34,-8.03,-11.01,reversal,reversal,reversal,7.24,13.92,15.19,8.47,29.77,23.94,1.244,4.53,16.54,1.94,32.15,8.55,23.63,26.23,0.0,13.29,16.13,2.061,B_MomentumRun,0,741.9633178710938,-0.74,-3.97,flat,loss,1.0,1.0,4.47,mixed,4,3.96,15.43,0.0,4.47,16.54,0.0,2.0,1.0,1.0,0.0,0.0,False,True
2019-11-11,ADANIGREEN.NS,8.25,7-10%,1.73,2.29,1.76,2.5,flat,flat,flat,-2.25,-6.42,10.1,83.1,4.34,4.93,0.88,4.83,1.65,0.62,0.278,2.67,9.55,187.56,1.0,-0.53,30.16,4.681,E_Mixed,3,96.0,-0.52,0.21,flat,flat,0.861,0.701,2.05,mixed,4,0.12,8.12,1.0,2.05,1.65,1.0,0.0,1.0,0.701,0.139,0.159,True,False
2019-11-13,MSTCLTD.NS,13.27,10-15%,5.62,-10.0,-8.71,-9.17,reversal,reversal,reversal,3.98,28.75,62.76,76.26,11.766,6.754,1.742,10.34,7.78,2.99,45.497,2.6,5.66,110.74,0.0,39.06,55.79,10.21,B_MomentumRun,0,124.09687042236328,1.43,0.92,profit,flat,0.644,0.644,3.4,weak,2,1.14,12.0,1.0,3.4,7.78,0.0,5.0,0.0,0.644,0.356,0.0,False,True
2019-11-13,GODFRYPHLP.NS,7.26,7-10%,4.14,0.99,-6.33,-8.27,flat,reversal,reversal,1.66,5.83,16.17,65.99,12.094,12.107,0.999,3.58,4.92,1.08,6.229,4.55,2.74,74.78,2.0,7.18,13.67,3.347,E_Mixed,0,374.2726745605469,-7.25,-9.17,loss,loss,0.8,0.8,2.62,mixed,4,-0.09,7.36,1.0,2.62,4.92,0.0,4.0,0.0,0.8,0.2,0.0,True,True
2019-11-13,HDFCAMC.NS,7.44,7-10%,2.41,0.22,-4.14,0.84,flat,reversal,flat,4.86,11.25,22.45,50.18,68.003,50.126,1.357,4.89,2.7,2.11,27.928,1.28,0.39,160.09,0.0,13.01,19.91,2.847,B_MomentumRun,0,1587.00830078125,-4.35,0.61,loss,flat,0.803,0.77,2.41,mixed,4,1.14,6.23,1.0,2.41,2.7,1.0,3.0,0.0,0.77,0.197,0.033,True,False
2019-11-14,MUTHOOTFIN.NS,9.44,7-10%,6.8,-1.38,-0.46,-3.43,flat,flat,reversal,-2.87,-5.8,-0.42,8.36,16.433,17.27,0.952,2.73,9.01,0.62,-9.268,14.54,9.54,71.51,1.0,-4.43,-0.39,0.028,E_Mixed,3,626.3154296875,0.93,-2.07,flat,loss,0.885,0.622,2.71,mixed,3,4.45,4.79,0.0,2.71,9.01,0.0,0.0,1.0,0.622,0.115,0.263,False,False
2019-11-14,JPPOWER.NS,9.52,7-10%,1.43,0.0,-4.35,-8.7,flat,reversal,reversal,-8.7,-4.55,0.0,-36.36,0.08,0.098,0.821,7.24,1.45,1.0,-7.406,1.46,69.57,5.0,0.0,-5.62,-25.43,-3.261,A_ColdBreakout,1,1.149999976158142,-4.35,-8.7,loss,loss,1.0,1.0,1.03,mixed,4,0.0,9.52,1.0,1.03,1.45,0.0,0.0,1.0,1.0,0.0,0.0,True,True
2019-11-15,BHARTIARTL.NS,8.43,7-10%,3.3,4.11,11.26,7.02,continuation,continuation,continuation,-1.65,-2.49,-5.91,0.36,8.976,13.952,0.643,2.48,3.83,0.57,-0.24,6.71,8.69,42.74,5.0,-2.84,0.59,-0.871,A_ColdBreakout,3,391.1605529785156,6.87,2.8,profit,profit,0.868,0.853,2.83,mixed,4,-1.28,9.84,1.0,2.83,3.83,1.0,0.0,1.0,0.853,0.132,0.015,True,False
2019-11-15,IIFL.NS,7.54,7-10%,2.33,0.19,-1.36,-6.2,flat,flat,reversal,2.24,12.03,35.24,26.84,12.05,6.698,1.799,9.33,2.57,1.0,-14.091,2.58,48.97,45.65,1.0,18.51,21.24,5.046,E_Mixed,0,144.94747924804688,-1.55,-6.39,loss,loss,0.759,0.689,2.0,weak,2,0.69,6.8,1.0,2.0,2.57,1.0,2.0,1.0,0.689,0.241,0.07,False,True
2019-11-18,GLENMARK.NS,21.45,15%+,9.52,-4.12,-4.38,-4.42,reversal,reversal,reversal,6.72,5.08,4.31,-16.19,16.496,12.016,1.373,5.34,17.69,1.99,34.007,8.88,57.12,12.63,0.0,-0.12,-7.62,0.157,D_DeadCat,0,342.53369140625,-0.27,-0.31,flat,flat,0.928,0.928,4.84,mixed,3,3.12,17.77,0.0,4.84,17.69,0.0,2.0,1.0,0.928,0.072,0.0,False,True
2019-11-18,NCLIND.NS,7.27,7-10%,2.44,-4.11,-5.75,-7.62,reversal,reversal,reversal,-7.78,-14.39,-17.68,-29.62,4.708,4.128,1.14,6.07,2.75,0.99,-23.125,2.79,51.32,1.18,0.0,-14.49,-23.09,-2.441,A_ColdBreakout,1,69.61090087890625,-1.7,-3.66,loss,loss,0.573,0.573,1.67,weak,2,1.43,5.76,1.0,1.67,2.75,1.0,0.0,1.0,0.573,0.427,0.0,False,True
2019-11-19,BHARTIARTL.NS,7.37,7-10%,2.91,-0.47,-4.26,-1.59,flat,reversal,flat,4.11,10.15,6.7,13.35,19.3,16.427,1.175,5.12,3.38,1.38,23.497,2.45,2.7,58.04,0.0,9.22,12.84,-0.199,B_MomentumRun,0,418.0217895507813,-3.81,-1.13,loss,loss,0.74,0.514,1.41,mixed,3,4.33,2.92,0.0,1.41,3.38,1.0,2.0,1.0,0.514,0.26,0.225,True,False
2019-11-19,UNIONBANK.NS,7.67,7-10%,2.36,-1.02,-3.56,-2.46,flat,reversal,reversal,2.24,-0.82,5.09,-14.65,2.323,2.289,1.015,5.04,2.5,1.25,9.319,2.0,45.47,13.83,1.0,-0.14,0.22,1.041,D_DeadCat,3,50.39408874511719,-2.57,-1.46,loss,loss,0.798,0.769,1.96,mixed,3,0.37,7.28,1.0,1.96,2.5,1.0,2.0,1.0,0.769,0.202,0.029,False,True
2019-11-22,ADANIGREEN.NS,10.0,7-10%,2.13,7.12,17.99,28.49,continuation,continuation,continuation,-1.77,1.57,12.59,122.99,3.67,4.425,0.829,3.8,2.3,0.69,-8.71,3.35,3.87,221.72,2.0,5.45,29.64,1.9,E_Mixed,0,114.3000030517578,10.15,19.95,profit,profit,1.0,0.811,2.58,strong,5,0.46,9.49,1.0,2.58,2.3,1.0,0.0,1.0,0.811,0.0,0.189,True,False
2019-11-22,RBLBANK.NS,7.29,7-10%,1.45,0.42,2.3,4.13,flat,flat,continuation,-2.83,5.35,33.06,-4.14,17.142,19.566,0.876,5.23,1.48,0.98,0.267,1.51,53.05,45.26,1.0,9.08,4.75,3.269,D_DeadCat,3,351.6085205078125,1.87,3.7,profit,profit,0.879,0.797,1.52,mixed,3,0.03,7.25,1.0,1.52,1.48,0.0,0.0,1.0,0.797,0.121,0.082,False,False
2019-11-25,BHARTIARTL.NS,7.31,7-10%,1.54,-4.22,-3.27,1.6,reversal,reversal,flat,-1.33,2.8,12.13,18.03,22.56,15.495,1.456,4.97,1.56,1.87,16.753,0.84,7.13,62.46,1.0,8.89,13.84,3.114,B_MomentumRun,0,413.2900390625,0.99,6.07,flat,profit,0.876,0.876,2.12,mixed,4,0.17,7.13,1.0,2.12,1.56,1.0,0.0,1.0,0.876,0.124,0.0,False,True
2019-11-25,ADANIGREEN.NS,7.12,7-10%,3.18,0.74,15.62,14.87,flat,continuation,continuation,10.0,13.45,19.96,143.33,5.51,4.862,1.133,5.47,3.47,0.95,-6.219,3.64,0.0,253.9,0.0,14.71,40.29,2.742,E_Mixed,0,115.1500015258789,14.76,14.03,profit,profit,0.717,0.623,2.18,mixed,3,0.94,6.13,1.0,2.18,3.47,1.0,1.0,1.0,0.623,0.283,0.094,True,True
2019-11-25,PHOENIXLTD.NS,8.55,7-10%,2.33,-1.92,-4.2,-3.02,flat,reversal,reversal,-0.91,-2.59,-1.15,14.91,10.682,11.278,0.947,2.97,2.6,1.09,8.138,2.39,6.89,30.0,7.0,-0.91,0.24,-0.233,A_ColdBreakout,3,377.113037109375,-2.33,-1.12,loss,loss,0.755,0.755,3.82,mixed,3,-0.64,9.25,1.0,3.82,2.6,1.0,0.0,1.0,0.755,0.245,0.0,False,True
2019-11-25,INOXWIND.NS,15.76,15%+,4.71,3.1,-4.45,14.15,continuation,reversal,continuation,0.0,-2.88,-6.15,-6.01,0.208,0.511,0.406,2.56,5.76,0.4,-14.431,14.29,65.05,11.87,4.0,-5.42,-6.5,-1.404,A_ColdBreakout,3,9.5625,-7.32,10.72,loss,profit,0.819,0.766,2.3,mixed,3,4.52,10.75,0.0,2.3,5.76,0.0,0.0,1.0,0.766,0.181,0.053,True,False
2019-11-26,IIFL.NS,10.08,10-15%,3.97,0.03,11.0,3.36,flat,continuation,continuation,-4.96,-11.99,16.22,18.77,11.424,8.804,1.298,8.37,4.94,0.82,3.964,6.0,50.51,39.63,0.0,3.27,12.13,4.284,E_Mixed,3,142.00270080566406,10.96,3.32,profit,profit,0.554,0.516,2.65,weak,2,0.72,9.28,1.0,2.65,4.94,0.0,0.0,1.0,0.516,0.446,0.038,False,True
2019-11-26,GODFRYPHLP.NS,8.24,7-10%,3.55,6.34,5.37,11.77,continuation,continuation,continuation,0.64,-5.38,7.06,17.3,16.967,17.427,0.974,4.83,4.3,0.88,-24.327,4.86,10.86,73.84,3.0,0.91,9.32,1.357,E_Mixed,3,395.5813293457031,-0.91,5.11,flat,profit,0.775,0.696,2.25,mixed,3,0.31,7.91,1.0,2.25,4.3,0.0,1.0,1.0,0.696,0.225,0.079,True,False
2019-11-26,GUJGASLTD.NS,8.03,7-10%,3.07,-1.36,2.95,3.46,flat,flat,continuation,-1.77,-1.67,3.49,7.04,4.148,7.364,0.563,2.25,3.59,0.44,-0.989,8.15,11.09,67.16,7.0,-2.11,4.31,1.436,E_Mixed,3,194.2545166015625,4.37,4.88,profit,profit,0.763,0.712,1.94,mixed,4,2.54,5.36,0.0,1.94,3.59,1.0,0.0,1.0,0.712,0.237,0.051,False,True
2019-11-27,ADANIGREEN.NS,9.34,7-10%,2.07,4.96,4.29,2.1,continuation,continuation,flat,0.74,16.61,28.66,156.17,7.64,5.26,1.452,7.05,2.21,1.53,6.53,1.44,3.11,281.92,1.0,20.53,46.19,4.438,B_MomentumRun,0,132.14999389648438,-0.64,-2.72,flat,loss,0.933,0.898,2.14,strong,5,0.56,8.72,1.0,2.14,2.21,1.0,3.0,0.0,0.898,0.067,0.036,True,False
2019-11-27,WHIRLPOOL.NS,7.81,7-10%,1.93,0.15,-1.36,5.51,flat,flat,continuation,-6.4,-10.65,-7.33,31.84,106.853,87.722,1.218,5.09,2.09,1.85,29.759,1.13,13.21,60.4,0.0,-7.82,-1.11,-0.125,E_Mixed,3,2154.3095703125,-1.51,5.36,loss,profit,0.799,0.776,2.01,mixed,4,0.97,6.78,1.0,2.01,2.09,1.0,0.0,1.0,0.776,0.201,0.022,False,False
2019-11-27,TATACOMM.NS,14.27,10-15%,5.71,8.65,2.06,-0.47,continuation,flat,flat,-3.8,1.92,1.71,37.05,18.88,15.16,1.245,5.61,7.66,1.6,18.498,4.78,7.82,44.57,0.0,0.23,3.03,0.451,E_Mixed,0,415.7959289550781,-6.06,-8.39,loss,loss,0.708,0.685,4.33,weak,2,0.86,13.3,1.0,4.33,7.66,0.0,0.0,1.0,0.685,0.292,0.023,True,False
2019-11-28,TATACOMM.NS,8.65,7-10%,10.34,-0.63,-8.58,-9.91,flat,reversal,reversal,14.27,16.87,15.88,57.73,29.619,17.627,1.68,8.23,21.2,2.24,39.252,9.48,4.77,65.2,0.0,13.63,16.76,1.345,B_MomentumRun,0,413.1969299316406,-8.01,-9.35,loss,loss,0.67,0.489,2.69,mixed,3,2.6,5.9,0.0,2.69,21.2,0.0,1.0,1.0,0.489,0.33,0.18,False,False
2019-11-28,UNIONBANK.NS,10.58,10-15%,2.41,-2.7,-8.64,-10.26,reversal,reversal,reversal,1.91,1.82,2.63,-2.82,1.658,2.187,0.758,3.33,2.59,0.73,-12.799,3.54,41.63,21.83,6.0,3.58,6.73,1.658,D_DeadCat,3,54.4532585144043,-6.11,-7.77,loss,loss,0.938,0.898,2.53,mixed,4,0.77,9.74,1.0,2.53,2.59,1.0,1.0,1.0,0.898,0.062,0.039,False,True
2019-11-28,IIFL.NS,12.38,10-15%,4.78,-1.26,-8.06,-7.5,flat,reversal,reversal,0.03,4.72,34.96,24.51,14.593,9.961,1.465,10.64,6.12,1.42,13.624,4.31,45.5,53.74,1.0,10.93,21.97,4.349,B_MomentumRun,0,157.56785583496094,-6.88,-6.32,loss,loss,0.695,0.695,2.52,weak,2,0.07,12.3,1.0,2.52,6.12,0.0,2.0,1.0,0.695,0.305,0.0,False,True
2019-11-29,JPPOWER.NS,9.52,7-10%,3.44,8.7,21.74,30.43,continuation,continuation,continuation,-4.55,0.0,-8.7,-32.26,0.08,0.083,0.97,7.49,3.41,0.76,-1.208,4.47,69.57,5.0,0.0,-4.55,-18.6,-0.452,A_ColdBreakout,1,1.25,12.0,20.0,profit,profit,1.0,0.333,1.82,mixed,3,4.76,4.55,0.0,1.82,3.41,1.0,0.0,1.0,0.333,0.0,0.667,True,False
2019-12-02,INOXWIND.NS,14.0,10-15%,4.33,7.79,1.77,-8.62,continuation,flat,reversal,4.8,0.13,7.53,12.58,1.102,0.637,1.731,10.77,5.4,2.63,31.364,2.05,57.03,29.67,0.0,7.73,7.72,1.322,B_MomentumRun,0,11.412500381469728,-5.59,-15.22,loss,loss,0.826,0.697,2.59,weak,2,1.62,12.19,1.0,2.59,5.4,0.0,1.0,1.0,0.697,0.174,0.129,True,True
2019-12-02,JPPOWER.NS,8.7,7-10%,0.39,8.0,16.0,16.0,continuation,continuation,continuation,9.52,9.52,0.0,-23.33,0.09,0.083,1.091,8.19,0.38,1.34,10.535,0.28,66.67,15.0,0.0,4.55,-9.95,-0.452,D_DeadCat,1,1.350000023841858,7.41,7.41,profit,profit,,,,weak,0,8.7,0.0,0.0,0.0,0.38,0.0,1.0,1.0,,,,True,False
2019-12-03,PRESTIGE.NS,9.29,7-10%,7.12,-5.68,-7.67,-10.95,reversal,reversal,reversal,6.29,9.27,6.37,11.81,22.638,14.122,1.603,7.51,10.84,1.26,11.13,8.57,4.97,90.11,0.0,7.25,9.27,0.352,B_MomentumRun,0,326.1936340332031,-2.1,-5.59,loss,loss,0.731,0.552,2.84,mixed,3,2.29,6.84,0.0,2.84,10.84,0.0,4.0,0.0,0.552,0.269,0.179,False,True
2019-12-03,INOXWIND.NS,7.79,7-10%,5.9,-5.59,-12.6,-18.4,reversal,reversal,reversal,14.0,10.72,19.3,27.75,1.137,0.695,1.637,11.35,7.98,2.56,35.703,3.12,51.01,47.82,0.0,21.43,22.58,1.989,B_MomentumRun,0,10.774999618530272,-7.42,-13.57,loss,loss,0.616,0.478,2.5,weak,2,0.0,7.79,1.0,2.5,7.98,0.0,2.0,1.0,0.478,0.384,0.138,True,True
2019-12-03,JPPOWER.NS,8.0,7-10%,0.11,3.7,11.11,3.7,continuation,continuation,continuation,8.7,13.64,13.64,-19.35,0.09,0.085,1.059,6.29,0.1,1.22,5.464,0.08,63.77,25.0,0.0,13.12,-1.42,0.227,B_MomentumRun,3,1.399999976158142,7.14,0.0,profit,flat,,,,weak,0,8.0,0.0,0.0,0.0,0.1,0.0,2.0,1.0,,,,True,False
2019-12-04,BLUEDART.NS,11.17,10-15%,2.68,-0.79,-3.72,-5.19,flat,reversal,reversal,0.51,0.23,-11.09,-4.82,31.243,51.312,0.609,1.55,3.01,0.61,-18.659,4.9,43.76,2.68,9.0,-3.7,-8.37,-2.861,A_ColdBreakout,3,2233.344970703125,-2.95,-4.43,loss,loss,0.637,0.637,6.72,weak,2,0.33,10.8,1.0,6.72,3.01,1.0,2.0,1.0,0.637,0.363,0.0,True,True
2019-12-11,IPCALAB.NS,7.32,7-10%,1.59,-1.61,-1.55,-0.51,flat,flat,flat,-2.66,-6.11,-2.36,12.67,17.724,20.03,0.885,3.32,1.54,0.5,1.442,3.09,10.44,48.89,2.0,-4.95,4.76,0.511,A_ColdBreakout,3,549.5574951171875,0.06,1.12,flat,profit,0.893,0.893,2.05,mixed,4,0.28,7.02,1.0,2.05,1.54,1.0,0.0,1.0,0.893,0.107,0.0,False,True
2019-12-11,IFBIND.NS,7.81,7-10%,4.24,-2.92,-6.49,-1.52,reversal,reversal,flat,-0.41,-3.06,-18.6,-9.07,22.31,24.243,0.92,3.63,4.71,0.79,4.152,5.92,40.0,7.14,3.0,-9.64,-12.01,-3.802,A_ColdBreakout,3,627.9000244140625,-3.68,1.44,loss,profit,0.944,0.819,2.36,mixed,4,0.01,7.8,1.0,2.36,4.71,0.0,0.0,1.0,0.819,0.056,0.125,False,True
2019-12-12,IIFL.NS,8.21,7-10%,1.06,1.88,4.3,-0.13,flat,continuation,flat,-0.54,-12.86,-4.38,17.81,10.339,12.38,0.835,7.61,1.09,0.41,-31.296,2.68,50.63,39.27,1.0,-9.87,3.75,1.156,A_ColdBreakout,3,141.81573486328125,2.37,-1.98,profit,loss,0.775,0.775,0.97,mixed,3,0.94,7.2,1.0,0.97,1.09,0.0,0.0,1.0,0.775,0.225,0.0,True,False
2019-12-12,MSTCLTD.NS,7.24,7-10%,1.71,6.32,2.91,3.27,continuation,flat,continuation,-3.57,-10.82,-17.35,34.16,7.483,7.702,0.972,6.89,1.49,0.51,-4.773,2.9,29.78,77.56,0.0,-12.94,4.63,-2.481,A_ColdBreakout,3,116.94578552246094,-3.21,-2.87,loss,loss,0.8,0.55,1.45,weak,2,1.31,5.86,1.0,1.45,1.49,0.0,0.0,1.0,0.55,0.2,0.25,True,False
2019-12-17,COFORGE.NS,8.93,7-10%,11.07,-0.15,-1.38,-0.44,flat,flat,flat,-1.15,2.48,-3.64,8.87,8.13,7.119,1.142,2.97,23.97,1.32,4.205,18.19,7.65,43.89,18.0,-0.68,-0.26,-0.213,C_Shock,2,296.9931640625,-1.24,-0.3,loss,flat,0.746,0.674,3.94,weak,2,2.01,6.78,0.0,3.94,23.97,0.0,0.0,1.0,0.674,0.254,0.072,False,False
2019-12-17,KOLTEPATIL.NS,13.75,10-15%,10.82,-3.68,3.85,0.69,reversal,continuation,flat,4.24,8.67,-5.43,-9.56,10.221,8.938,1.143,4.89,22.66,1.37,6.941,16.6,22.26,13.5,0.0,-1.13,-6.45,-2.262,E_Mixed,2,238.5381622314453,7.81,4.53,profit,profit,0.713,0.688,4.67,weak,1,0.56,13.12,1.0,4.67,22.66,0.0,1.0,1.0,0.688,0.287,0.025,False,True
2019-12-18,PRESTIGE.NS,9.74,7-10%,3.55,-3.29,-4.08,-7.13,reversal,reversal,reversal,3.83,5.3,10.29,14.34,14.053,17.824,0.788,4.47,4.29,0.71,-3.668,6.08,9.85,71.72,0.0,4.79,8.49,1.618,E_Mixed,3,341.18768310546875,-0.82,-3.96,flat,loss,0.833,0.82,1.91,mixed,4,1.05,8.6,1.0,1.91,4.29,0.0,1.0,1.0,0.82,0.167,0.013,False,True
2019-12-26,WHIRLPOOL.NS,7.18,7-10%,2.26,-1.67,-2.41,-4.09,flat,reversal,reversal,3.27,3.88,3.67,18.85,68.389,86.994,0.786,3.13,2.29,0.83,5.871,2.77,7.3,79.26,0.0,0.81,2.62,0.701,E_Mixed,3,2350.316650390625,-0.76,-2.46,flat,loss,0.731,0.634,2.79,mixed,3,0.33,6.82,1.0,2.79,2.29,1.0,1.0,1.0,0.634,0.269,0.097,False,True
2019-12-30,WELCORP.NS,7.03,7-10%,2.98,1.37,2.74,4.18,flat,flat,continuation,1.3,-2.17,-4.49,-0.45,2.712,3.439,0.788,2.09,3.19,0.75,-7.079,4.27,15.29,53.7,6.0,-1.98,-3.48,-0.428,A_ColdBreakout,3,124.9629364013672,1.35,2.77,profit,profit,0.833,0.833,3.09,mixed,3,-0.64,7.72,1.0,3.09,3.19,1.0,1.0,1.0,0.833,0.167,0.0,True,False
2019-12-31,SUPRAJIT.NS,7.47,7-10%,0.96,4.89,4.23,2.31,continuation,continuation,flat,1.8,-0.73,2.54,5.13,9.687,6.681,1.45,5.48,0.99,0.64,0.608,1.54,25.97,25.56,4.0,3.57,2.72,0.618,E_Mixed,3,198.00152587890625,-0.63,-2.47,flat,loss,0.825,0.825,2.29,mixed,3,0.27,7.17,1.0,2.29,0.99,0.0,1.0,1.0,0.825,0.175,0.0,True,True
