date,ticker,day_return,bucket,volume_ratio,fwd_1d,fwd_3d,fwd_5d,label_1d,label_3d,label_5d,clv,imom,gap,atr_ratio,d52w,pre_rng,score_clv,score_imom,score_gap,score_atr,score_d52w,score_prng,intraday_score,structure
2024-01-10,TANLA.NS,10.16,10-15%,2.97,-0.76,-0.35,-0.9,flat,flat,flat,0.88,0.857,0.15,2.42,8.83,0.72,0,1,1,1,1,0,4,mixed
2024-01-11,MSTCLTD.NS,13.32,10-15%,2.87,-1.14,18.21,27.53,flat,continuation,continuation,0.849,0.84,0.85,2.5,-11.77,3.07,0,1,1,1,1,0,4,mixed
2024-01-12,INFY.NS,7.93,7-10%,3.53,2.44,1.7,2.88,flat,flat,flat,0.916,0.811,4.54,1.77,-1.24,0.89,1,1,1,1,1,0,5,strong
2024-01-12,OFSS.NS,7.62,7-10%,3.2,8.89,9.22,47.68,continuation,continuation,continuation,0.865,0.85,1.34,2.76,-1.98,1.09,0,1,1,1,1,0,4,mixed
2024-01-15,OFSS.NS,8.89,7-10%,5.37,-3.11,29.09,27.98,reversal,continuation,continuation,0.917,0.875,0.93,3.3,-7.88,2.88,1,1,1,0,1,0,4,mixed
2024-01-15,MSTCLTD.NS,12.08,10-15%,1.99,6.68,15.09,8.63,continuation,continuation,continuation,0.905,0.866,0.74,2.31,-8.65,8.47,1,1,1,1,1,0,5,strong
2024-01-16,LICI.NS,7.63,7-10%,2.97,-0.57,1.05,1.64,flat,flat,flat,0.851,0.731,3.22,2.07,-3.3,0.41,0,1,1,1,1,1,5,strong
2024-01-16,PAYTM.NS,7.93,7-10%,2.24,-1.49,3.51,0.86,flat,continuation,flat,0.914,0.888,3.98,1.93,25.14,0.52,1,1,1,1,0,0,4,mixed
2024-01-16,IRFC.NS,25.09,15%+,3.51,5.11,12.97,21.18,continuation,continuation,continuation,0.535,0.305,22.22,2.32,-24.43,5.01,0,0,0,1,1,0,2,weak
2024-01-16,MOIL.NS,7.94,7-10%,5.72,-1.89,-0.63,-2.91,flat,flat,reversal,0.835,0.787,0.4,2.37,-1.58,0.46,0,1,1,1,1,1,5,strong
2024-01-18,OFSS.NS,28.69,15%+,9.83,5.07,0.87,1.31,continuation,flat,flat,0.925,0.925,10.0,6.43,-28.09,5.96,1,1,0,0,1,0,3,mixed
2024-01-18,SOBHA.NS,11.19,10-15%,1.7,-1.53,-5.29,-6.67,flat,reversal,reversal,0.741,0.46,0.23,4.73,-4.77,1.16,0,0,1,0,1,0,2,weak
2024-01-19,IRFC.NS,9.57,7-10%,1.89,0.66,8.49,3.99,flat,continuation,continuation,0.948,0.923,2.22,1.71,-3.39,12.05,1,1,1,1,1,0,5,strong
2024-01-23,ADANIGREEN.NS,7.01,7-10%,1.0,-2.35,2.06,-0.68,reversal,flat,flat,0.433,-0.523,10.78,1.88,23.07,2.88,0,0,0,1,0,0,1,weak
2024-01-23,KARURVYSYA.NS,7.89,7-10%,7.31,-1.45,4.82,8.6,flat,continuation,continuation,0.561,0.461,4.19,2.83,-3.22,1.23,0,0,1,1,1,0,3,mixed
2024-01-24,POLICYBZR.NS,7.29,7-10%,1.08,-3.77,-1.48,8.11,reversal,flat,continuation,0.901,0.896,-0.1,2.45,1.13,1.53,1,1,1,1,1,0,5,strong
2024-01-24,IFBIND.NS,11.64,10-15%,7.75,10.24,16.13,14.34,continuation,continuation,continuation,0.794,0.794,0.5,4.02,-5.87,0.91,0,1,1,0,1,0,3,mixed
2024-01-25,ACC.NS,10.13,10-15%,5.43,1.02,3.11,1.29,flat,continuation,flat,0.704,0.674,0.36,5.59,-2.52,1.03,0,0,1,0,1,0,2,weak
2024-01-25,IFBIND.NS,10.24,10-15%,5.32,-0.43,9.78,2.1,flat,continuation,flat,0.787,0.761,-0.44,3.95,-7.46,4.55,0,1,1,0,1,0,3,mixed
2024-01-29,RELIANCE.NS,7.02,7-10%,1.99,-2.79,-1.48,-0.62,reversal,flat,flat,0.952,0.905,0.84,3.66,-3.7,1.1,1,1,1,0,1,0,4,mixed
2024-01-29,ONGC.NS,7.88,7-10%,2.29,-1.31,-1.92,4.14,flat,flat,continuation,0.845,0.726,2.97,2.23,-2.79,1.69,0,1,1,1,1,0,4,mixed
2024-01-29,MSTCLTD.NS,10.0,7-10%,0.48,9.57,2.38,3.43,continuation,flat,continuation,1.0,0.918,0.99,1.54,3.28,3.09,1,1,1,1,1,0,5,strong
2024-01-30,MSTCLTD.NS,9.57,7-10%,0.77,-4.21,-7.39,-1.38,reversal,reversal,flat,0.929,0.766,4.94,1.0,-5.98,3.65,1,1,1,1,1,0,5,strong
2024-01-31,VOLTAS.NS,7.46,7-10%,4.72,-4.03,-6.37,-4.93,reversal,reversal,reversal,0.926,0.827,-1.56,3.7,-2.29,1.35,1,1,1,0,1,0,4,mixed
2024-01-31,POLICYBZR.NS,10.24,10-15%,7.4,-0.46,-3.76,-8.68,flat,reversal,reversal,0.55,0.456,5.46,3.07,-7.38,2.37,0,0,0,0,1,0,1,weak
2024-01-31,RATNAMANI.NS,10.13,10-15%,6.41,-6.26,-7.92,-2.74,reversal,reversal,reversal,0.927,0.925,0.1,3.37,9.25,1.79,1,1,1,0,1,0,4,mixed
2024-01-31,GODFRYPHLP.NS,9.22,7-10%,10.34,-0.67,-1.49,-1.51,flat,flat,flat,0.51,0.495,0.9,5.58,-2.28,1.72,0,0,1,0,1,0,2,weak
2024-01-31,TCI.NS,11.73,10-15%,14.81,3.64,4.2,1.71,continuation,continuation,flat,0.585,0.585,0.07,7.9,-2.93,1.03,0,0,1,0,1,0,2,weak
2024-02-01,GODREJCP.NS,7.76,7-10%,3.99,-1.41,-1.39,-2.98,flat,flat,reversal,0.427,0.407,4.11,3.0,-2.0,0.42,0,0,1,0,1,1,3,mixed
2024-02-02,NHPC.NS,10.12,10-15%,3.82,2.98,2.04,-4.37,flat,flat,reversal,0.781,0.726,1.59,2.66,-7.13,3.35,0,1,1,1,1,0,4,mixed
2024-02-05,PHOENIXLTD.NS,7.11,7-10%,1.57,-0.11,5.7,-0.02,flat,continuation,flat,0.878,0.878,0.0,1.47,0.72,2.08,0,1,1,1,1,0,4,mixed
2024-02-06,KOLTEPATIL.NS,9.05,7-10%,1.81,-0.08,-2.72,-4.52,flat,reversal,reversal,0.843,0.843,0.46,1.87,14.08,4.34,0,1,1,1,0,0,3,mixed
2024-02-07,ADANIGREEN.NS,8.38,7-10%,4.29,-2.04,-1.25,-0.74,reversal,flat,flat,0.492,0.477,1.62,4.11,-3.87,1.25,0,0,1,0,1,0,2,weak
2024-02-07,PAYTM.NS,10.0,7-10%,2.44,-9.99,-14.92,-31.05,reversal,reversal,reversal,1.0,0.971,2.63,0.86,50.29,22.18,1,1,1,1,0,0,4,mixed
2024-02-07,TRENT.NS,18.86,15%+,6.59,6.5,5.39,8.69,continuation,continuation,continuation,0.96,0.776,1.48,7.31,-9.48,1.25,1,1,1,0,1,0,4,mixed
2024-02-08,CUMMINSIND.NS,7.71,7-10%,5.93,0.68,-1.63,1.86,flat,flat,flat,0.715,-0.243,9.97,3.11,-6.75,2.28,0,0,0,0,1,0,1,weak
2024-02-12,GODFRYPHLP.NS,8.73,7-10%,3.05,-3.52,-0.39,3.83,reversal,flat,continuation,0.835,0.835,0.25,2.24,2.4,1.41,0,1,1,1,1,0,4,mixed
2024-02-13,IRFC.NS,15.42,15%+,1.58,0.55,1.3,3.29,flat,flat,continuation,0.901,0.749,-0.71,2.11,20.41,7.24,1,1,1,1,0,0,4,mixed
2024-02-13,RATEGAIN.NS,7.13,7-10%,0.92,0.85,5.63,-0.78,flat,continuation,flat,0.87,0.713,0.44,1.78,7.91,4.29,0,1,1,1,1,0,4,mixed
2024-02-14,ELGIEQUIP.NS,8.95,7-10%,5.13,-3.05,-5.45,-3.21,reversal,reversal,reversal,0.785,0.771,-0.04,2.66,5.09,4.0,0,1,1,1,1,0,4,mixed
2024-02-14,NATIONALUM.NS,9.83,7-10%,2.22,0.87,3.01,0.9,flat,continuation,flat,0.744,0.635,2.85,1.78,5.83,5.6,0,0,1,1,1,0,3,mixed
2024-02-14,JYOTHYLAB.NS,11.39,10-15%,5.85,-3.05,-1.47,-2.11,reversal,flat,reversal,0.612,0.577,-0.08,3.53,13.07,4.52,0,0,1,0,0,0,1,weak
2024-02-15,INOXWIND.NS,9.38,7-10%,2.1,2.89,8.56,3.11,flat,continuation,continuation,0.929,0.91,1.49,1.33,0.77,3.8,1,1,1,1,1,0,5,strong
2024-02-15,RATEGAIN.NS,8.44,7-10%,1.64,-3.42,-9.27,-11.15,reversal,reversal,reversal,0.849,0.849,0.51,1.7,-0.71,3.11,0,1,1,1,1,0,4,mixed
2024-02-16,IPCALAB.NS,7.73,7-10%,3.02,-0.44,-1.7,-1.91,flat,flat,flat,0.934,0.925,0.3,2.24,1.78,1.34,1,1,1,1,1,0,5,strong
2024-02-16,GLENMARK.NS,7.65,7-10%,5.49,-1.11,3.25,3.19,flat,continuation,continuation,0.728,0.728,1.45,2.24,5.47,2.02,0,1,1,1,1,0,4,mixed
2024-02-16,NATCOPHARM.NS,15.71,15%+,10.92,3.7,-0.24,0.12,continuation,flat,flat,0.848,0.841,0.44,7.02,-10.79,2.58,0,1,1,0,1,0,3,mixed
2024-02-16,ORIENTELEC.NS,7.17,7-10%,2.38,2.75,0.1,3.36,flat,flat,continuation,0.886,0.886,0.0,1.99,27.72,3.77,0,1,1,1,0,0,3,mixed
2024-02-19,POLICYBZR.NS,7.47,7-10%,2.06,-0.46,2.08,9.79,flat,flat,continuation,0.499,0.267,5.81,1.11,4.5,0.57,0,0,0,1,1,0,2,weak
2024-02-21,ABB.NS,10.17,10-15%,9.59,8.83,6.25,8.91,continuation,continuation,continuation,0.698,0.698,2.55,3.36,0.11,0.69,0,0,1,0,1,0,2,weak
2024-02-22,ABB.NS,8.83,7-10%,6.44,-0.61,0.47,0.37,flat,flat,flat,0.932,0.611,4.32,2.18,-5.67,4.23,1,0,1,1,1,0,4,mixed
2024-02-26,POLICYBZR.NS,7.21,7-10%,1.96,3.33,6.24,0.65,continuation,continuation,flat,0.692,0.651,-0.25,2.23,-4.31,1.73,0,0,1,1,1,0,3,mixed
2024-02-26,SOBHA.NS,8.49,7-10%,1.81,2.36,-1.2,1.46,flat,flat,flat,0.701,0.701,0.33,2.13,-1.76,2.85,0,1,1,1,1,0,4,mixed
2024-02-29,BERGEPAINT.NS,7.53,7-10%,5.7,-2.89,-5.01,-5.49,reversal,reversal,reversal,0.785,0.753,-1.09,5.1,10.75,0.66,0,1,1,0,0,0,2,weak
2024-02-29,NEWGEN.NS,7.63,7-10%,2.94,-1.82,0.38,-7.31,flat,flat,reversal,0.825,0.825,-0.01,1.84,5.76,3.17,0,1,1,1,1,0,4,mixed
2024-03-04,BHEL.NS,12.43,10-15%,5.43,0.47,-2.66,-7.73,flat,reversal,reversal,0.708,0.708,0.76,3.7,-8.76,1.89,0,1,1,0,1,0,3,mixed
2024-03-04,PNCINFRA.NS,8.39,7-10%,2.8,0.52,-5.53,-10.79,flat,reversal,reversal,0.896,0.723,2.21,1.86,1.24,2.99,0,1,1,1,1,0,4,mixed
2024-03-04,MOIL.NS,9.52,7-10%,5.75,2.64,2.67,-6.99,flat,flat,reversal,0.425,0.404,5.99,1.61,18.09,1.58,0,0,0,1,0,0,1,weak
2024-03-07,TATAPOWER.NS,7.67,7-10%,5.14,-2.85,-12.53,-10.46,reversal,reversal,reversal,0.784,0.784,0.27,3.03,-2.99,2.57,0,1,1,0,1,0,3,mixed
2024-03-07,IIFL.NS,9.96,7-10%,9.0,-7.15,-8.59,-12.5,reversal,reversal,reversal,0.995,0.978,2.83,0.95,39.87,16.99,1,1,1,1,0,0,4,mixed
2024-03-11,GODFRYPHLP.NS,10.28,10-15%,4.7,-10.74,-16.67,-13.93,reversal,reversal,reversal,0.873,0.78,1.19,2.88,-8.94,3.77,0,1,1,1,1,0,4,mixed
2024-03-14,ADANIGREEN.NS,9.87,7-10%,1.45,0.39,-3.89,-2.11,flat,reversal,reversal,0.929,0.718,-0.52,3.15,6.12,4.14,1,1,1,0,1,0,4,mixed
2024-03-14,IRFC.NS,12.88,10-15%,3.88,-2.35,-3.6,-3.57,reversal,reversal,reversal,0.913,0.749,-2.7,3.72,27.26,5.01,1,1,1,0,0,0,3,mixed
2024-03-14,TANLA.NS,8.49,7-10%,1.9,-1.93,-5.6,-3.94,flat,reversal,reversal,0.922,0.782,-0.14,2.61,33.11,6.05,1,1,1,1,0,0,4,mixed
2024-03-14,HINDCOPPER.NS,11.76,10-15%,2.53,3.22,-0.82,4.07,continuation,flat,continuation,0.9,0.71,3.17,2.1,14.39,6.49,0,1,1,1,0,0,3,mixed
2024-03-14,JINDALSAW.NS,7.26,7-10%,1.44,3.81,-2.31,2.87,continuation,reversal,flat,0.866,0.681,-0.27,1.77,24.89,6.11,0,0,1,1,0,0,2,weak
2024-03-14,MSTCLTD.NS,9.51,7-10%,1.34,-0.4,-3.15,0.53,flat,reversal,flat,0.91,0.854,-0.57,1.91,26.6,5.91,1,1,1,1,0,0,4,mixed
2024-03-14,KOLTEPATIL.NS,8.5,7-10%,1.25,-4.98,-7.12,-2.25,reversal,reversal,reversal,0.75,0.655,-0.07,2.25,22.89,5.31,0,0,1,1,0,0,2,weak
2024-03-14,NHPC.NS,8.83,7-10%,1.79,-2.47,-3.06,-1.12,reversal,reversal,flat,0.874,0.496,0.51,2.86,25.46,5.55,0,0,1,1,0,0,2,weak
2024-03-21,MUTHOOTFIN.NS,7.14,7-10%,1.6,-0.7,3.05,9.01,flat,continuation,continuation,0.907,0.907,0.9,2.07,6.69,1.01,1,1,1,1,1,0,5,strong
2024-03-21,SOBHA.NS,12.02,10-15%,2.96,5.35,2.06,10.07,continuation,flat,continuation,0.913,0.86,1.07,1.6,16.3,1.62,1,1,1,1,0,0,4,mixed
2024-03-26,TORNTPOWER.NS,9.45,7-10%,1.75,1.07,1.25,5.4,flat,flat,continuation,0.77,0.741,-0.31,2.52,-8.35,2.64,0,1,1,1,1,0,4,mixed
2024-03-27,IIFL.NS,9.51,7-10%,2.54,-3.37,-0.65,0.9,reversal,flat,flat,0.961,0.645,1.43,1.22,49.65,3.64,1,0,1,1,0,0,3,mixed
2024-03-28,IFBIND.NS,9.98,7-10%,7.06,3.54,2.66,-2.09,continuation,flat,reversal,0.862,0.833,1.59,2.22,-0.73,1.64,0,1,1,1,1,0,4,mixed
2024-04-01,PRESTIGE.NS,8.29,7-10%,0.73,3.68,2.95,0.66,continuation,flat,flat,0.919,0.919,1.54,1.4,12.01,4.53,1,1,1,1,0,0,4,mixed
2024-04-01,HINDCOPPER.NS,11.44,10-15%,2.48,-0.27,1.32,6.94,flat,flat,continuation,0.914,0.914,0.76,2.16,-0.98,2.12,1,1,1,1,1,0,5,strong
2024-04-01,WELCORP.NS,7.05,7-10%,1.2,1.53,5.78,6.06,flat,continuation,continuation,0.965,0.66,2.44,1.54,11.56,1.54,1,0,1,1,0,0,3,mixed
2024-04-01,JINDALSAW.NS,9.3,7-10%,1.54,2.97,5.88,4.75,flat,continuation,continuation,0.873,0.864,1.5,1.58,15.31,0.92,0,1,1,1,0,0,3,mixed
2024-04-01,MSTCLTD.NS,8.12,7-10%,1.33,0.18,4.01,1.55,flat,continuation,flat,0.809,0.808,0.99,1.43,22.41,1.35,0,1,1,1,0,0,3,mixed
2024-04-01,MOIL.NS,12.26,10-15%,2.13,-2.64,0.56,2.0,reversal,flat,flat,0.932,0.932,1.96,2.03,14.53,1.37,1,1,1,1,0,0,4,mixed
2024-04-01,SUNTECK.NS,9.35,7-10%,2.55,1.0,3.17,5.75,flat,continuation,continuation,0.915,0.854,1.59,2.25,16.72,1.29,1,1,1,1,0,0,4,mixed
2024-04-01,AAVAS.NS,7.82,7-10%,0.48,-0.22,2.37,14.62,flat,flat,continuation,0.845,0.758,1.8,2.44,21.95,1.18,0,1,1,1,0,0,3,mixed
2024-04-01,APTUS.NS,7.12,7-10%,0.64,1.21,-0.83,-2.17,flat,flat,reversal,0.848,0.717,1.86,1.68,15.06,0.95,0,1,1,1,0,0,3,mixed
2024-04-02,ABFRL.NS,11.58,10-15%,10.74,0.06,0.51,0.49,flat,flat,flat,0.351,0.191,9.99,2.43,11.22,1.2,0,0,0,1,0,0,1,weak
2024-04-02,TANLA.NS,10.91,10-15%,7.5,-0.55,-0.71,-1.75,flat,flat,flat,0.858,0.823,0.45,2.61,28.43,1.64,0,1,1,1,0,0,3,mixed
2024-04-02,ORIENTELEC.NS,8.64,7-10%,4.29,-1.11,-1.76,-3.5,flat,flat,reversal,0.909,0.909,-0.18,3.91,21.0,1.04,1,1,1,0,0,0,3,mixed
2024-04-02,GODFRYPHLP.NS,8.17,7-10%,1.58,-1.64,-4.58,-6.74,flat,reversal,reversal,0.903,0.801,1.0,1.4,9.06,0.69,1,1,1,1,1,0,5,strong
2024-04-04,ELGIEQUIP.NS,10.93,10-15%,9.39,-0.87,-5.3,-1.97,flat,reversal,flat,0.822,0.744,1.5,2.98,8.52,1.21,0,1,1,1,1,0,4,mixed
2024-04-05,IIFL.NS,13.0,10-15%,3.56,5.88,8.7,4.39,continuation,continuation,continuation,0.825,0.762,1.03,2.25,42.59,1.49,0,1,1,1,0,0,3,mixed
