date,ticker,day_return,bucket,volume_ratio,fwd_1d,fwd_3d,fwd_5d,label_1d,label_3d,label_5d,clv,imom,gap,atr_ratio,d52w,pre_rng,score_clv,score_imom,score_gap,score_atr,score_d52w,score_prng,intraday_score,structure
2020-03-25,BOSCHLTD.NS,10.23,10-15%,0.82,7.11,0.78,0.26,continuation,flat,flat,0.748,0.683,-2.36,1.77,51.65,7.8,0,0,1,1,0,0,2,weak
2020-03-25,MOTHERSON.NS,8.5,7-10%,0.44,5.86,0.17,-4.37,continuation,flat,reversal,0.903,0.742,0.27,0.69,62.23,8.28,1,1,1,1,0,0,4,mixed
2020-03-25,GODREJPROP.NS,12.95,10-15%,1.02,7.9,-8.37,-7.54,continuation,reversal,reversal,0.931,0.931,-3.6,1.49,45.76,9.79,1,1,1,1,0,0,4,mixed
2020-03-25,HDFCLIFE.NS,10.99,10-15%,1.45,9.94,-5.02,-1.01,continuation,reversal,flat,0.895,0.814,-0.33,1.47,32.81,7.44,0,1,1,1,0,0,3,mixed
2020-03-25,SBILIFE.NS,7.62,7-10%,1.13,5.15,5.81,8.04,continuation,continuation,continuation,0.578,0.578,-2.97,1.48,42.93,6.21,0,0,1,1,0,0,2,weak
2020-03-25,ICICIPRULI.NS,25.94,15%+,1.68,2.76,4.1,6.91,flat,continuation,continuation,0.878,0.868,-2.93,2.46,40.36,9.33,0,1,1,1,0,0,3,mixed
2020-03-25,MUTHOOTFIN.NS,16.73,15%+,1.32,0.93,1.86,0.62,flat,flat,flat,0.917,0.909,-2.86,1.76,35.51,7.13,1,1,1,1,0,0,4,mixed
2020-03-25,CHOLAFIN.NS,10.23,10-15%,1.25,6.3,1.68,-9.5,continuation,flat,reversal,0.801,0.701,0.0,0.83,54.67,15.49,0,1,1,1,0,0,3,mixed
2020-03-25,LICHSGFIN.NS,9.33,7-10%,0.99,8.73,8.87,10.82,continuation,continuation,continuation,0.701,0.574,-1.3,1.55,63.62,7.58,0,0,1,1,0,0,2,weak
2020-03-25,BEL.NS,7.27,7-10%,0.39,7.42,15.79,10.13,continuation,continuation,continuation,0.904,0.726,-1.11,1.11,47.8,9.79,1,1,1,1,0,0,4,mixed
2020-03-25,HONAUT.NS,10.55,10-15%,0.91,6.91,-0.38,5.61,continuation,flat,continuation,0.796,0.601,0.01,1.53,39.04,10.24,0,0,1,1,0,0,2,weak
2020-03-25,COFORGE.NS,21.98,15%+,1.3,-5.93,-8.99,-6.34,reversal,reversal,reversal,0.899,0.846,-3.23,1.91,39.33,9.48,0,1,1,1,0,0,3,mixed
2020-03-25,TRENT.NS,10.44,10-15%,0.66,11.01,1.51,4.28,continuation,flat,continuation,0.665,0.467,-1.09,1.58,44.5,9.37,0,0,1,1,0,0,2,weak
2020-03-25,IDFCFIRSTB.NS,7.07,7-10%,0.87,6.36,2.69,0.73,continuation,flat,flat,0.852,0.722,-3.14,0.94,64.03,9.46,0,1,1,1,0,0,3,mixed
2020-03-25,MANAPPURAM.NS,20.88,15%+,1.98,0.2,-6.77,-8.34,flat,reversal,reversal,0.864,0.864,-5.1,1.92,47.32,7.0,0,1,1,1,0,0,3,mixed
2020-03-25,METROPOLIS.NS,14.08,10-15%,1.58,5.71,-3.58,-3.56,continuation,reversal,reversal,0.806,0.337,8.03,1.27,37.56,12.61,0,0,0,1,0,0,1,weak
2020-03-25,BALKRISIND.NS,14.04,10-15%,1.27,-3.87,-5.87,-5.75,reversal,reversal,reversal,0.955,0.642,0.36,1.87,33.52,6.26,1,0,1,1,0,0,3,mixed
2020-03-25,GMMPFAUDLR.NS,8.06,7-10%,0.53,8.54,4.53,10.16,continuation,continuation,continuation,0.837,0.837,0.32,0.66,34.53,6.58,0,1,1,1,0,0,3,mixed
2020-03-25,HINDCOPPER.NS,7.51,7-10%,0.73,1.25,0.5,7.73,flat,flat,continuation,0.895,0.895,-1.61,0.76,60.69,7.38,0,1,1,1,0,0,3,mixed
2020-03-25,JINDALSAW.NS,9.22,7-10%,0.67,-4.22,-7.44,7.89,reversal,reversal,continuation,0.938,0.594,2.31,0.69,56.14,10.48,1,0,1,1,0,0,3,mixed
2020-03-25,RADICO.NS,8.26,7-10%,1.14,2.67,-0.74,1.65,flat,flat,flat,0.788,0.521,-3.69,1.45,39.85,10.25,0,0,1,1,0,0,2,weak
2020-03-25,SUNTECK.NS,9.47,7-10%,0.69,3.65,7.92,2.56,continuation,continuation,flat,0.966,0.448,2.81,0.8,62.94,16.05,1,0,1,1,0,0,3,mixed
2020-03-25,IGL.NS,7.18,7-10%,1.47,5.42,5.3,13.81,continuation,continuation,continuation,0.873,0.617,-2.34,1.61,35.76,4.33,0,0,1,1,0,0,2,weak
2020-03-25,DEEPAKNTR.NS,7.69,7-10%,0.47,7.24,0.81,5.1,continuation,flat,continuation,0.907,0.689,-0.0,0.71,32.63,5.56,1,0,1,1,0,0,3,mixed
2020-03-26,BHARTIARTL.NS,9.69,7-10%,1.35,-4.62,-6.33,-9.93,reversal,reversal,reversal,0.689,0.604,-0.61,2.03,17.25,5.17,0,0,1,1,0,0,2,weak
2020-03-26,LT.NS,9.44,7-10%,1.42,-0.11,-3.52,-7.56,flat,reversal,reversal,0.951,0.57,2.87,1.28,46.44,7.65,1,0,1,1,0,0,3,mixed
2020-03-26,BAJFINANCE.NS,8.05,7-10%,1.24,-9.0,-20.69,-20.98,reversal,reversal,reversal,0.616,0.421,2.0,1.06,43.13,8.96,0,0,1,1,0,0,2,weak
2020-03-26,INDUSINDBK.NS,44.67,15%+,2.01,-5.69,-19.41,-28.15,reversal,reversal,reversal,0.886,0.852,5.0,1.4,76.11,17.04,0,1,0,1,0,0,2,weak
2020-03-26,MARICO.NS,7.54,7-10%,0.83,-5.13,3.0,-2.14,reversal,flat,reversal,0.81,0.689,1.47,1.41,32.56,2.01,0,0,1,1,0,0,2,weak
2020-03-26,HEROMOTOCO.NS,8.05,7-10%,1.16,-7.81,-11.4,-12.2,reversal,reversal,reversal,0.857,0.614,1.33,1.18,38.7,4.29,0,0,1,1,0,0,2,weak
2020-03-26,BAJAJ-AUTO.NS,8.22,7-10%,1.19,-2.53,-4.01,-3.47,reversal,reversal,reversal,0.865,0.544,2.64,1.18,33.59,6.45,0,0,1,1,0,0,2,weak
2020-03-26,BOSCHLTD.NS,7.11,7-10%,0.81,0.66,-4.78,-10.64,flat,reversal,reversal,0.795,0.535,0.83,1.17,46.95,6.07,0,0,1,1,0,0,2,weak
2020-03-26,DLF.NS,11.59,10-15%,1.48,0.43,-0.51,-4.38,flat,flat,reversal,0.651,0.475,1.86,1.77,47.78,5.1,0,0,1,1,0,0,2,weak
2020-03-26,GODREJPROP.NS,7.9,7-10%,0.59,-0.8,-13.33,-12.64,flat,reversal,reversal,0.706,0.536,-0.01,1.32,41.48,8.46,0,0,1,1,0,0,2,weak
2020-03-26,PRESTIGE.NS,9.97,7-10%,0.21,2.53,-11.31,-4.03,flat,reversal,reversal,1.0,0.727,3.8,0.5,55.09,3.4,1,1,1,1,0,0,4,mixed
2020-03-26,HDFCLIFE.NS,9.94,7-10%,1.44,-7.63,-7.56,-11.55,reversal,reversal,reversal,0.82,0.556,3.15,1.37,26.14,8.05,0,0,1,1,0,0,2,weak
2020-03-26,LICHSGFIN.NS,8.73,7-10%,1.72,3.78,2.93,-4.35,continuation,flat,reversal,0.485,0.397,0.02,1.89,60.44,6.85,0,0,1,1,0,0,2,weak
2020-03-26,BEL.NS,7.42,7-10%,0.78,8.61,10.54,3.86,continuation,continuation,continuation,0.85,0.558,0.88,1.16,43.93,7.22,0,0,1,1,0,0,2,weak
2020-03-26,OFSS.NS,7.25,7-10%,1.67,3.07,15.92,16.52,continuation,continuation,continuation,0.657,0.654,1.98,0.86,51.96,6.91,0,0,1,1,0,0,2,weak
2020-03-26,TRENT.NS,11.01,10-15%,1.06,-2.51,-2.3,-9.18,reversal,reversal,reversal,0.876,0.511,0.63,1.38,38.39,8.74,0,0,1,1,0,0,2,weak
2020-03-26,FEDERALBNK.NS,9.14,7-10%,1.65,6.34,-1.79,-4.55,continuation,flat,reversal,0.512,0.392,0.65,1.29,61.64,15.49,0,0,1,1,0,0,2,weak
2020-03-26,BAJAJHLDNG.NS,10.0,10-15%,0.49,8.33,2.54,9.73,continuation,flat,continuation,1.0,0.832,2.23,0.63,55.07,17.32,1,1,1,1,0,0,4,mixed
2020-03-26,AUROPHARMA.NS,8.32,7-10%,0.84,8.54,14.32,5.81,continuation,continuation,continuation,0.862,0.558,3.97,0.66,56.6,5.77,0,0,1,1,0,0,2,weak
2020-03-26,GLENMARK.NS,8.69,7-10%,0.94,-4.35,-1.13,2.33,reversal,flat,flat,0.665,0.542,1.8,1.1,68.25,4.69,0,0,1,1,0,0,2,weak
2020-03-26,ASHOKLEY.NS,24.38,15%+,2.43,1.05,0.47,-10.97,flat,flat,reversal,0.846,0.692,2.9,1.74,54.02,13.64,0,0,1,1,0,0,2,weak
2020-03-26,CEATLTD.NS,7.23,7-10%,2.03,9.99,18.88,5.19,continuation,continuation,continuation,0.421,0.358,1.13,1.72,41.74,6.72,0,0,1,1,0,0,2,weak
2020-03-26,ORIENTELEC.NS,15.38,15%+,0.42,8.31,10.21,2.16,continuation,continuation,flat,0.937,0.906,-0.0,1.15,37.89,5.38,1,1,1,1,0,0,4,mixed
2020-03-26,GMMPFAUDLR.NS,8.54,7-10%,0.98,0.87,2.11,5.7,flat,flat,continuation,0.453,0.41,3.12,1.0,28.94,7.0,0,0,1,1,0,0,2,weak
2020-03-26,PNCINFRA.NS,9.95,7-10%,1.15,-2.68,0.64,-2.19,reversal,flat,reversal,1.0,0.655,1.24,0.8,57.14,15.47,1,0,1,1,0,0,3,mixed
2020-03-26,JYOTHYLAB.NS,8.3,7-10%,1.31,-2.11,-9.43,-7.42,reversal,reversal,reversal,0.421,0.311,2.02,2.37,46.62,3.77,0,0,1,1,0,0,2,weak
2020-03-26,GODFRYPHLP.NS,12.62,10-15%,1.81,2.68,5.19,6.25,flat,continuation,continuation,0.668,0.668,0.97,1.5,38.24,4.42,0,0,1,1,0,0,2,weak
2020-03-26,BRIGADE.NS,9.98,7-10%,0.09,1.81,4.5,4.46,flat,continuation,continuation,1.0,0.757,5.03,0.43,50.82,14.18,1,1,0,1,0,0,3,mixed
2020-03-26,KOLTEPATIL.NS,9.19,7-10%,0.71,8.46,-1.27,-1.56,continuation,flat,flat,0.954,0.598,-1.35,1.03,57.68,7.94,1,0,1,1,0,0,3,mixed
2020-03-26,MGL.NS,15.81,15%+,1.45,-5.42,-4.97,-4.27,reversal,reversal,reversal,0.9,0.844,2.86,1.51,30.24,4.42,0,1,1,1,0,0,3,mixed
2020-03-26,GUJGASLTD.NS,10.25,10-15%,1.48,-1.93,-0.84,-3.99,flat,flat,reversal,0.676,0.669,0.88,1.38,25.81,6.47,0,0,1,1,0,0,2,weak
2020-03-26,PETRONET.NS,8.2,7-10%,1.25,1.79,5.08,3.03,flat,continuation,continuation,0.932,0.932,0.77,0.84,35.2,6.32,1,1,1,1,0,0,4,mixed
2020-03-26,JPPOWER.NS,12.5,10-15%,6.4,11.11,33.33,55.56,continuation,continuation,continuation,1.0,1.0,-12.5,2.11,86.96,14.14,1,1,1,1,0,0,4,mixed
2020-03-26,HEIDELBERG.NS,15.21,15%+,1.36,-4.79,-4.96,-10.15,reversal,reversal,reversal,0.837,0.689,2.97,1.62,31.46,7.21,0,0,1,1,0,0,2,weak
2020-03-26,TCI.NS,9.39,7-10%,0.75,17.3,19.59,7.85,continuation,continuation,continuation,0.571,0.311,3.62,1.27,51.39,5.11,0,0,1,1,0,0,2,weak
2020-03-26,NAVINFLUOR.NS,16.49,15%+,0.7,-0.06,-5.42,-1.93,flat,reversal,flat,0.862,0.789,1.91,1.46,20.52,3.51,0,1,1,1,0,0,3,mixed
2020-03-26,DEEPAKNTR.NS,7.24,7-10%,1.22,-3.14,-0.81,-2.15,reversal,flat,reversal,0.451,0.309,2.76,1.01,27.75,5.52,0,0,1,1,0,0,2,weak
2020-03-26,AAVAS.NS,10.0,10-15%,1.15,10.0,23.59,17.72,continuation,continuation,continuation,1.0,0.798,0.24,0.76,54.21,16.61,1,1,1,1,0,0,4,mixed
2020-03-27,BEL.NS,8.61,7-10%,1.0,-0.75,-5.6,-5.67,flat,reversal,reversal,0.55,-0.106,9.87,1.23,39.1,7.6,0,0,0,1,0,0,1,weak
2020-03-27,DCBBANK.NS,9.95,7-10%,0.75,6.59,2.29,-8.04,continuation,flat,reversal,1.0,0.398,6.82,0.5,63.42,12.73,1,0,0,1,0,0,2,weak
2020-03-27,BAJAJHLDNG.NS,8.33,7-10%,0.6,-3.09,-7.66,4.15,reversal,reversal,continuation,0.773,-0.039,8.61,0.55,51.33,14.77,0,0,0,1,0,0,1,weak
2020-03-27,AUROPHARMA.NS,8.54,7-10%,1.28,-0.7,0.01,13.63,flat,flat,continuation,0.484,0.148,7.36,0.72,52.9,6.73,0,0,0,1,0,0,1,weak
2020-03-27,CEATLTD.NS,9.99,7-10%,1.43,-5.92,0.37,-1.07,reversal,flat,flat,0.803,0.708,2.25,1.13,35.92,5.45,0,1,1,1,0,0,3,mixed
2020-03-27,SUNDRMFAST.NS,12.38,10-15%,0.81,-1.76,-3.77,-12.4,flat,reversal,reversal,0.794,0.622,3.69,1.53,51.17,6.2,0,0,1,1,0,0,2,weak
2020-03-27,ORIENTELEC.NS,8.31,7-10%,0.45,-8.34,-4.09,-7.98,reversal,reversal,reversal,0.649,0.091,6.57,1.46,32.73,6.61,0,0,0,1,0,0,1,weak
2020-03-27,KOLTEPATIL.NS,8.46,7-10%,1.03,-8.18,-8.9,-8.94,reversal,reversal,reversal,0.829,0.742,1.85,0.55,54.1,7.56,0,1,1,1,0,0,3,mixed
2020-03-27,JPPOWER.NS,11.11,10-15%,0.08,10.0,30.0,50.0,continuation,continuation,continuation,,,,,,,0,0,0,0,0,0,0,weak
2020-03-27,TCI.NS,17.3,15%+,2.08,-10.54,-3.69,-6.99,reversal,reversal,reversal,0.898,0.453,7.28,1.58,42.98,5.1,0,0,0,1,0,0,1,weak
2020-03-27,AAVAS.NS,10.0,7-10%,0.34,5.98,12.65,7.96,continuation,continuation,continuation,1.0,1.0,9.98,0.0,49.64,14.76,1,1,0,1,0,0,3,mixed
2020-03-30,OFSS.NS,7.98,7-10%,0.97,4.15,4.69,7.88,continuation,continuation,continuation,0.824,0.773,-2.98,1.62,46.54,5.31,0,1,1,1,0,0,3,mixed
2020-03-30,JPPOWER.NS,10.0,10-15%,2.75,9.09,27.27,45.45,continuation,continuation,continuation,1.0,1.0,-10.0,2.0,84.06,8.13,1,1,1,1,0,0,4,mixed
2020-03-30,BLUEDART.NS,9.41,7-10%,0.9,0.65,-9.06,-8.14,flat,reversal,reversal,0.671,0.428,1.91,1.3,40.64,2.05,0,0,1,1,0,0,2,weak
2020-03-31,RELIANCE.NS,8.08,7-10%,0.92,-2.99,8.29,9.54,reversal,continuation,continuation,0.804,0.487,4.22,0.87,31.15,4.82,0,0,1,1,0,0,2,weak
2020-03-31,ITC.NS,7.85,7-10%,0.98,-3.09,5.74,7.89,reversal,continuation,continuation,0.825,0.626,3.02,0.94,43.82,3.79,0,0,1,1,0,0,2,weak
2020-03-31,TECHM.NS,7.35,7-10%,0.92,-9.6,-2.77,-3.58,reversal,reversal,reversal,0.794,0.601,1.94,0.93,32.24,1.99,0,0,1,1,0,0,2,weak
2020-03-31,ONGC.NS,7.81,7-10%,0.83,-3.73,6.73,13.18,reversal,continuation,continuation,0.779,0.541,2.6,0.8,58.73,1.89,0,0,1,1,0,0,2,weak
2020-03-31,HINDALCO.NS,7.77,7-10%,1.18,-4.23,8.62,12.38,reversal,continuation,continuation,0.752,0.6,3.55,0.54,56.74,2.82,0,0,1,1,0,0,2,weak
2020-03-31,BRITANNIA.NS,8.7,7-10%,1.03,-4.62,5.41,4.19,reversal,continuation,continuation,0.904,0.495,4.29,1.07,24.97,3.03,1,0,1,1,0,0,3,mixed
2020-03-31,ESCORTS.NS,10.14,10-15%,1.33,-9.63,0.17,3.27,reversal,flat,continuation,0.801,0.619,2.23,1.01,27.56,3.36,0,0,1,1,0,0,2,weak
2020-03-31,HONAUT.NS,7.86,7-10%,0.83,-1.71,1.35,7.28,flat,flat,continuation,0.771,0.359,5.19,0.62,34.5,5.48,0,0,0,1,0,0,1,weak
2020-03-31,IPCALAB.NS,7.36,7-10%,1.56,0.4,9.62,15.12,flat,continuation,continuation,0.771,0.502,3.41,0.78,14.16,2.9,0,0,1,1,0,0,2,weak
2020-03-31,CEATLTD.NS,14.88,10-15%,2.74,-7.13,-8.47,2.91,reversal,reversal,flat,0.72,0.708,1.93,1.9,29.91,6.4,0,1,1,1,0,0,3,mixed
2020-03-31,ORIENTELEC.NS,11.02,10-15%,0.91,-5.75,-9.57,-6.16,reversal,reversal,reversal,0.814,0.424,5.09,1.04,31.54,9.37,0,0,0,1,0,0,1,weak
2020-03-31,PNCINFRA.NS,9.68,7-10%,0.69,2.87,0.8,15.0,flat,flat,continuation,0.966,0.966,1.4,0.5,56.87,3.7,1,1,1,1,0,0,4,mixed
2020-03-31,JINDALSAW.NS,9.96,7-10%,1.0,6.0,7.75,13.86,continuation,continuation,continuation,1.0,0.852,1.68,0.59,55.36,3.33,1,1,1,1,0,0,4,mixed
2020-03-31,BRIGADE.NS,7.52,7-10%,0.11,5.57,4.8,12.52,continuation,continuation,continuation,0.756,-0.088,8.22,0.58,48.61,3.84,0,0,0,1,0,0,1,weak
2020-03-31,IGL.NS,7.36,7-10%,1.14,0.67,12.35,18.22,flat,continuation,continuation,0.88,0.767,0.21,0.96,27.38,4.54,0,1,1,1,0,0,3,mixed
2020-03-31,CESC.NS,7.47,7-10%,0.87,-3.77,9.88,14.64,reversal,continuation,continuation,0.818,0.554,2.59,0.84,50.62,2.43,0,0,1,1,0,0,2,weak
2020-03-31,JPPOWER.NS,9.09,7-10%,1.21,8.33,25.0,41.67,continuation,continuation,continuation,1.0,0.0,9.09,0.95,82.61,10.85,1,0,0,1,0,0,2,weak
2020-03-31,TCI.NS,13.97,10-15%,5.36,-5.53,-8.77,-8.59,reversal,reversal,reversal,0.744,0.657,3.64,1.11,41.87,9.39,0,0,1,1,0,0,2,weak
2020-04-01,PRESTIGE.NS,7.79,7-10%,1.05,0.39,1.9,-4.83,flat,flat,reversal,0.829,0.521,1.07,0.74,57.06,5.61,0,0,1,1,0,0,2,weak
2020-04-01,SUPRAJIT.NS,9.95,7-10%,0.34,-3.27,-1.17,0.61,reversal,flat,flat,0.994,0.994,2.22,0.52,49.55,2.36,1,1,1,1,0,0,4,mixed
2020-04-01,SOBHA.NS,9.3,7-10%,1.44,9.84,14.15,25.84,continuation,continuation,continuation,0.947,0.726,0.11,0.7,74.94,2.53,1,1,1,1,0,0,4,mixed
2020-04-01,JPPOWER.NS,8.33,7-10%,1.28,7.69,23.08,30.77,continuation,continuation,continuation,1.0,0.0,8.33,0.95,81.16,14.14,1,0,0,1,0,0,2,weak
2020-04-03,SUNPHARMA.NS,9.43,7-10%,2.57,11.01,20.88,19.48,continuation,continuation,continuation,0.722,0.643,0.12,1.75,21.3,1.94,0,0,1,1,0,0,2,weak
2020-04-03,CIPLA.NS,8.57,7-10%,2.87,9.58,29.03,31.87,continuation,continuation,continuation,0.857,0.629,2.72,1.33,22.09,3.75,0,0,1,1,0,0,2,weak
2020-04-03,APOLLOHOSP.NS,9.25,7-10%,1.66,3.06,7.59,14.38,continuation,continuation,continuation,0.67,0.63,0.49,1.11,34.29,4.08,0,0,1,1,0,0,2,weak
2020-04-03,BAJAJHLDNG.NS,9.69,7-10%,0.35,2.82,8.35,8.52,flat,continuation,continuation,0.977,0.629,1.45,0.95,50.69,3.07,1,0,1,1,0,0,3,mixed
2020-04-03,SOBHA.NS,9.84,7-10%,1.78,9.37,9.12,20.29,continuation,continuation,continuation,0.987,0.925,-0.21,0.67,72.47,4.04,1,1,1,1,0,0,4,mixed
2020-04-03,CESC.NS,8.24,7-10%,1.8,5.49,10.06,18.42,continuation,continuation,continuation,0.902,0.747,-0.04,1.08,48.57,2.33,1,1,1,1,0,0,4,mixed
2020-04-03,JPPOWER.NS,7.69,7-10%,0.04,7.14,21.43,14.29,continuation,continuation,continuation,,,,,,,0,0,0,0,0,0,0,weak
2020-04-07,RELIANCE.NS,11.94,10-15%,1.06,-1.16,-1.41,-3.15,flat,flat,reversal,0.931,0.912,2.29,1.15,25.44,2.5,1,1,1,1,0,0,4,mixed
2020-04-07,TCS.NS,7.31,7-10%,0.91,-3.93,-0.9,-3.33,reversal,flat,reversal,0.868,0.806,3.37,0.6,21.56,3.83,0,1,1,1,0,0,3,mixed
2020-04-07,HDFCBANK.NS,10.11,10-15%,1.23,-0.8,-0.08,-1.82,flat,flat,flat,0.819,0.357,7.39,0.76,31.36,3.78,0,0,0,1,0,0,1,weak
2020-04-07,INFY.NS,9.1,7-10%,0.99,-1.16,-0.25,-2.37,flat,flat,reversal,0.833,0.766,5.0,0.63,23.61,3.96,0,1,0,1,0,0,2,weak
2020-04-07,ICICIBANK.NS,13.76,10-15%,1.06,-2.19,1.4,4.88,reversal,flat,continuation,0.893,0.544,7.55,0.85,40.95,5.53,0,0,0,1,0,0,1,weak
2020-04-07,HINDUNILVR.NS,13.5,10-15%,2.25,0.65,-4.03,-0.36,flat,reversal,flat,0.937,0.937,3.06,1.64,-5.16,2.55,1,1,1,1,1,0,5,strong
2020-04-07,BHARTIARTL.NS,10.91,10-15%,0.93,-1.82,8.93,6.43,flat,continuation,continuation,0.704,0.704,2.17,1.3,17.34,2.39,0,1,1,1,0,0,3,mixed
2020-04-07,AXISBANK.NS,19.48,15%+,1.33,0.64,7.74,8.67,flat,continuation,continuation,0.733,0.654,6.74,1.07,52.96,5.0,0,0,0,1,0,0,1,weak
2020-04-07,MARUTI.NS,13.51,10-15%,1.77,3.17,16.02,12.67,continuation,continuation,continuation,0.88,0.819,3.45,1.03,41.31,4.72,0,1,1,1,0,0,3,mixed
2020-04-07,HCLTECH.NS,11.18,10-15%,0.82,2.65,1.57,1.91,flat,flat,flat,0.794,0.794,4.73,0.81,27.64,2.65,0,1,1,1,0,0,3,mixed
2020-04-07,SUNPHARMA.NS,11.01,10-15%,2.45,4.64,10.78,11.11,continuation,continuation,continuation,0.841,0.56,5.87,1.17,12.63,4.35,0,0,0,1,0,0,1,weak
2020-04-07,ULTRACEMCO.NS,7.82,7-10%,0.86,-0.7,5.69,7.92,flat,continuation,continuation,0.75,0.356,4.71,0.9,32.97,2.18,0,0,1,1,0,0,2,weak
2020-04-07,NESTLEIND.NS,12.8,10-15%,1.29,-0.98,-2.57,5.03,flat,reversal,continuation,0.909,0.825,3.11,1.71,-1.21,2.84,1,1,1,1,1,0,5,strong
2020-04-07,TITAN.NS,9.81,7-10%,1.12,-3.59,2.05,3.99,reversal,flat,continuation,0.88,0.756,4.32,0.73,31.84,3.26,0,1,1,1,0,0,3,mixed
2020-04-07,INDUSINDBK.NS,22.56,15%+,1.54,3.99,6.92,13.43,continuation,continuation,continuation,0.837,0.837,9.99,0.41,78.96,10.82,0,1,0,1,0,0,2,weak
2020-04-07,JSWSTEEL.NS,12.37,10-15%,1.53,-2.21,6.04,7.94,reversal,continuation,continuation,0.878,0.698,5.22,0.79,48.86,2.62,0,0,0,1,0,0,1,weak
2020-04-07,TATASTEEL.NS,8.85,7-10%,0.86,-0.52,2.3,4.6,flat,flat,continuation,0.909,0.615,4.85,0.58,49.54,3.45,1,0,1,1,0,0,3,mixed
2020-04-07,HINDALCO.NS,17.06,15%+,1.83,-2.98,9.48,15.97,reversal,continuation,continuation,0.843,0.713,3.77,1.49,53.01,2.77,0,1,1,1,0,0,3,mixed
2020-04-07,GRASIM.NS,14.04,10-15%,0.8,-1.15,5.0,4.86,flat,continuation,continuation,0.927,0.677,5.12,1.09,45.46,2.31,1,0,0,1,0,0,2,weak
2020-04-07,ADANIENT.NS,7.05,7-10%,0.59,-0.04,5.68,3.73,flat,continuation,continuation,0.681,0.681,1.51,0.68,46.69,2.83,0,0,1,1,0,0,2,weak
2020-04-07,DRREDDY.NS,13.87,10-15%,2.25,2.79,4.56,7.74,flat,continuation,continuation,0.92,0.821,3.28,2.03,-6.49,2.82,1,1,1,1,1,0,5,strong
2020-04-07,CIPLA.NS,9.58,7-10%,3.06,4.16,20.44,21.98,continuation,continuation,continuation,0.656,0.216,6.63,2.09,14.63,3.43,0,0,0,1,0,0,1,weak
2020-04-07,DIVISLAB.NS,8.77,7-10%,2.03,4.89,13.22,15.73,continuation,continuation,continuation,0.641,0.471,3.1,1.5,8.46,2.32,0,0,1,1,1,0,3,mixed
2020-04-07,BRITANNIA.NS,10.58,10-15%,1.35,-2.08,-4.53,0.08,reversal,reversal,flat,0.815,0.815,3.0,1.06,20.91,2.76,0,1,1,1,0,0,3,mixed
2020-04-07,DABUR.NS,11.63,10-15%,1.3,2.25,0.47,5.43,flat,flat,continuation,0.79,0.562,4.45,1.77,9.04,2.19,0,0,1,1,1,0,3,mixed
2020-04-07,MARICO.NS,8.69,7-10%,1.28,1.97,2.54,8.1,flat,flat,continuation,0.943,0.571,4.46,1.04,28.26,2.77,1,0,1,1,0,0,3,mixed
2020-04-07,TATAPOWER.NS,11.61,10-15%,0.94,5.94,6.69,3.12,continuation,continuation,continuation,0.814,0.529,5.47,1.0,55.45,3.96,0,0,0,1,0,0,1,weak
2020-04-07,M&M.NS,14.36,10-15%,1.53,1.68,13.04,11.12,flat,continuation,continuation,0.91,0.821,5.27,0.91,53.2,2.78,1,1,0,1,0,0,3,mixed
2020-04-07,HEROMOTOCO.NS,11.83,10-15%,1.06,2.96,8.47,0.76,flat,continuation,flat,0.88,0.842,3.03,0.99,39.81,2.43,0,1,1,1,0,0,3,mixed
2020-04-07,BAJAJ-AUTO.NS,12.11,10-15%,1.33,-1.68,5.15,2.35,flat,continuation,flat,0.901,0.901,1.54,1.31,28.13,1.2,1,1,1,1,0,0,4,mixed
2020-04-07,ESCORTS.NS,12.04,10-15%,1.29,-3.22,3.92,7.62,reversal,continuation,continuation,0.934,0.599,5.17,0.86,27.44,4.85,1,0,0,1,0,0,2,weak
2020-04-07,DLF.NS,7.15,7-10%,0.6,-2.51,-1.27,-5.33,reversal,flat,reversal,0.827,0.494,4.24,0.52,46.49,2.36,0,0,1,1,0,0,2,weak
2020-04-07,GODREJPROP.NS,15.34,15%+,2.27,-2.02,-5.72,-2.54,reversal,reversal,reversal,0.697,0.697,4.76,1.2,41.03,5.95,0,0,1,1,0,0,2,weak
2020-04-07,HDFCLIFE.NS,11.41,10-15%,1.07,1.3,1.55,4.08,flat,flat,continuation,0.871,0.786,3.46,0.97,27.21,2.58,0,1,1,1,0,0,3,mixed
2020-04-07,SBILIFE.NS,13.1,10-15%,1.19,1.02,-3.75,-6.81,flat,reversal,reversal,0.864,0.738,2.28,1.25,28.61,2.61,0,1,1,1,0,0,3,mixed
2020-04-07,MUTHOOTFIN.NS,11.53,10-15%,0.75,1.67,10.38,2.63,flat,continuation,flat,0.871,0.871,2.47,0.92,27.45,0.84,0,1,1,1,0,0,3,mixed
2020-04-07,FEDERALBNK.NS,7.02,7-10%,0.8,-4.33,-4.8,-1.17,reversal,reversal,flat,0.825,0.298,4.89,0.44,60.81,3.76,0,0,1,1,0,0,2,weak
2020-04-07,KARURVYSYA.NS,9.95,7-10%,0.6,9.91,15.95,14.87,continuation,continuation,continuation,1.0,0.667,4.74,0.55,72.01,1.82,1,0,1,1,0,0,3,mixed
2020-04-07,MANAPPURAM.NS,9.63,7-10%,0.97,6.22,4.79,3.65,continuation,continuation,continuation,0.793,0.559,4.22,0.61,47.63,5.44,0,0,1,1,0,0,2,weak
